usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
HD 259440,0.05,0.65, 06 32 59.26,+05 48 01.16, 2CXO J063259.2+054801,1.021,1.516,0.04,0.0341,8.703e-05,0.03425,0.034,0.3223,0.5047,0.2161,4.832e-13,4.619e-13,5.045e-13,8.429e-14,7.939e-14,8.919e-14,6.221e-14,5.348e-14,7.093e-14,4.905e-13,4.685e-13,5.113e-13,8.054e-14,7.576e-14,8.501e-14,6.163e-14,5.201e-14,7.125e-14,2.0,0.685,0.999,0.999,0.001393,0.01141,0.009876,0.01347,0.0,0.058,0.379,0.496,3.246e-05,0.02089,0.02085,0.02092,0.0,0.157,0.623,0.5,3.802e-05,0.001805,0.001765,0.001849
HD 259440,0.05,0.65, 06 32 59.26,+05 48 01.16, 2CXO J063259.2+054801,1.053,1.202,1.0,0.02356,0.006172,0.03014,0.01527,0.3735,0.3948,0.0237,3.595e-13,3.44e-13,3.742e-13,5.441e-14,5.099e-14,5.783e-14,2.969e-14,2.551e-14,3.386e-14,3.55e-13,3.388e-13,3.712e-13,5.151e-14,4.808e-14,5.47e-14,3.032e-14,2.566e-14,3.466e-14,6.0,0.984,1.0,1.0,0.001744,0.007272,0.004642,0.009575,8.0,1.0,1.0,1.0,0.003842,0.01472,0.009447,0.01852,7.0,0.99,0.999,0.99,0.0006867,0.001664,0.0009774,0.002351
HD 96670,0.01,0.96, 11 07 13.91,-59 52 23.12, 2CXO J110713.9-595223,0.4572,2.735,0.205,0.03714,0.0005848,0.03773,0.03656,-0.2224,-0.6896,-0.5522,1.775e-13,1.613e-13,1.938e-13,1.282e-13,1.185e-13,1.374e-13,3.722e-13,3.374e-13,4.069e-13,1.799e-13,1.632e-13,1.967e-13,1.309e-13,1.209e-13,1.409e-13,3.797e-13,3.416e-13,4.178e-13,0.0,0.089,0.342,0.119,5.676e-05,0.01671,0.01665,0.01676,1.0,0.55,0.96,0.908,0.001156,0.01128,0.009926,0.01251,0.0,0.063,0.486,0.296,4.459e-06,0.009251,0.009242,0.009256
IGR J00370+6122,0.01,0.92, 00 37 09.63,+61 21 36.48, 2CXO J003709.6+612136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J06074+2205,0.07,0.59, 06 07 26.61,+22 05 47.60, 2CXO J060726.6+220547,1.677,1.237,0.052,0.05803,0.0001,0.05816,0.05788,0.9419,0.9994,0.9994,1.4e-12,1.301e-12,1.494e-12,1.215e-14,8.323e-15,1.597e-14,0.0,0.0,8.284e-16,1.455e-12,1.354e-12,1.555e-12,1.267e-14,8.685e-15,1.667e-14,0.0,0.0,9.271e-16,0.0,0.308,0.134,0.211,0.0002089,0.002401,0.002224,0.002949,0.0,0.064,0.333,0.404,0.0001868,0.05563,0.05536,0.05585,,,,,,,,
IGR J10101-5654,0.02,0.9, 10 10 11.86,-56 55 31.88, 2CXO J101011.8-565532,1.464,1.144,0.051,0.05044,0.0004217,0.05112,0.04983,0.7845,0.9631,0.7308,9.877e-13,9.071e-13,1.068e-12,3.77e-14,3.066e-14,4.474e-14,3.443e-15,1.519e-15,5.266e-15,9.641e-13,8.839e-13,1.044e-12,3.917e-14,3.134e-14,4.657e-14,3.788e-15,1.671e-15,5.793e-15,0.0,0.328,0.574,0.349,0.0005233,0.007568,0.007045,0.008091,0.0,0.055,0.812,0.968,0.0003364,0.04202,0.04165,0.04249,1.0,0.663,0.911,0.963,0.0002,0.0008405,0.0007206,0.001569
IGR J11305-6256,0.01,0.91, 11 31 06.91,-62 56 48.95, 2CXO J113106.9-625648,2.87,0.066,0.987,0.1158,0.01786,0.1336,0.0979,0.6721,0.9307,0.6858,2.564e-12,2.429e-12,2.699e-12,1.385e-13,1.242e-13,1.529e-13,1.292e-14,8.108e-15,1.748e-14,2.409e-12,2.265e-12,2.545e-12,1.048e-13,9.161e-14,1.18e-13,1.333e-14,8.534e-15,1.813e-14,0.0,0.316,0.993,0.99,0.002043,0.02367,0.02173,0.02736,6.0,0.982,1.0,1.0,0.01507,0.0896,0.07453,0.1047,0.0,0.494,0.433,0.772,0.0003352,0.002343,0.002092,0.003896
IGR J11435-6109,0.02,0.86, 11 44 00.30,-61 07 36.38, 2CXO J114400.3-610736,1.837,1.294,0.105,0.07719,0.002771,0.08194,0.07242,0.9994,0.9931,-0.9994,2.001e-12,1.879e-12,2.122e-12,0.0,0.0,1.539e-15,9.416e-16,4.956e-17,1.834e-15,2.061e-12,1.929e-12,2.184e-12,0.0,0.0,1.717e-15,1.112e-15,0.0,2.159e-15,,,,,,,,,0.0,0.099,0.482,0.804,0.002576,0.07699,0.0726,0.0814,,,,,,,,
IGR J13020-6359,0.0,0.99, 13 01 58.64,-63 58 08.03, 2CXO J130158.6-635808,1.564,1.029,1.0,0.4348,0.1158,0.7595,0.2435,0.7945,0.9557,0.6658,1.28e-11,1.256e-11,1.305e-11,4.552e-13,4.32e-13,4.784e-13,1.003e-13,7.442e-14,1.262e-13,1.252e-11,1.227e-11,1.276e-11,4.608e-13,4.365e-13,4.852e-13,6.1e-14,4.371e-14,7.726e-14,0.0,0.193,0.968,0.837,0.001006,0.05224,0.05084,0.05317,9.0,1.0,1.0,1.0,0.1032,0.3798,0.2011,0.6597,0.0,0.411,0.411,0.362,0.0005044,0.003586,0.003241,0.005566
IGR J14059-6116,0.02,0.94, 14 05 14.43,-61 18 28.36, 2CXO J140514.4-611827,,,0.648,0.00536,0.001963,0.01098,0.003065,0.9494,0.9994,0.9994,1.327e-13,1.144e-13,1.509e-13,1.379e-15,3.309e-16,2.427e-15,,,,1.369e-13,1.177e-13,1.561e-13,1.462e-15,3.509e-16,2.573e-15,,,,,,,,,,,,2.0,0.699,0.413,0.617,0.00208,0.005228,0.002881,0.01121,,,,,,,,
IGR J14331-6112,0.02,0.86, 14 33 08.32,-61 15 39.87, 2CXO J143308.3-611540,2.535,0.18,0.07,0.1204,0.0004428,0.121,0.1199,0.8557,0.9532,0.5172,3.23e-12,3.061e-12,3.388e-12,7.064e-14,5.973e-14,8.155e-14,1.408e-14,8.799e-15,1.936e-14,3.327e-12,3.152e-12,3.493e-12,6.925e-14,5.802e-14,8.047e-14,1.528e-14,9.549e-15,2.101e-14,0.0,0.392,0.957,0.919,0.001425,0.01106,0.009354,0.0132,0.0,0.064,0.267,0.428,0.0002015,0.1077,0.1075,0.1079,2.0,0.686,0.969,0.932,0.0005584,0.001677,0.001175,0.003386
IGR J16195-4945,0.03,0.8, 16 19 32.19,-49 44 30.61, 2CXO J161932.2-494430,1.667,1.587,0.067,0.0488,0.0001598,0.04902,0.04862,0.9706,0.9994,0.9994,9.55e-13,8.683e-13,1.042e-12,4.027e-15,1.586e-15,6.467e-15,,,,9.114e-13,8.251e-13,9.976e-13,4.22e-15,1.662e-15,6.777e-15,,,,,,,,,,,,0.0,0.063,0.286,0.108,0.0001176,0.0479,0.04778,0.04806,,,,,,,,
IGR J16207-5129,0.02,0.88, 16 20 46.25,-51 30 06.25, 2CXO J162046.2-513006,2.712,0.217,0.034,0.1031,5.241e-05,0.1032,0.103,0.9357,0.9819,0.5597,2.736e-12,2.599e-12,2.874e-12,3.011e-14,2.281e-14,3.741e-14,4.702e-15,1.763e-15,7.641e-15,2.397e-12,2.256e-12,2.529e-12,1.321e-14,8.258e-15,1.817e-14,5.202e-15,2.049e-15,8.355e-15,2.0,0.742,0.993,0.965,0.001575,0.004302,0.002537,0.00727,0.0,0.051,0.845,0.763,0.0002472,0.0982,0.09791,0.09851,,,,,,,,
IGR J16479-4514,0.05,0.67, 16 48 06.60,-45 12 06.89, 2CXO J164806.5-451206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J16479-4514,0.05,0.67, 16 48 06.60,-45 12 06.89, 2CXO J164806.5-451206,2.52,0.613,1.0,0.1096,0.0428,0.1516,0.0512,0.9731,0.9994,0.9994,3.471e-12,3.293e-12,3.638e-12,1.173e-14,7.485e-15,1.578e-14,0.0,0.0,1.852e-15,3.507e-12,3.324e-12,3.68e-12,1.207e-14,7.776e-15,1.637e-14,0.0,0.0,2.014e-15,6.0,0.981,0.996,0.978,0.00143,0.001782,0.000352,0.003213,9.0,1.0,1.0,1.0,0.04103,0.1076,0.05087,0.149,,,,,,,,
IGR J17354-3255,0.02,0.88, 17 35 27.60,-32 55 54.57, 2CXO J173527.5-325554,2.463,0.45,0.999,0.113,0.0309,0.1639,0.06531,0.9606,0.9894,0.5597,2.407e-12,2.274e-12,2.539e-12,1.642e-14,1.062e-14,2.189e-14,0.0,0.0,1.865e-15,2.345e-12,2.209e-12,2.48e-12,1.522e-14,9.63e-15,2.081e-14,0.0,0.0,2.373e-15,1.0,0.654,0.927,0.683,0.0009016,0.002693,0.001631,0.004061,7.0,0.996,1.0,1.0,0.03075,0.1121,0.06218,0.1583,,,,,,,,
IGR J17544-2619,0.0,0.99, 17 54 25.21,-26 19 52.89, 2CXO J175425.2-261952,1.904,0.488,1.0,0.3944,0.6659,2.966,0.003301,0.7395,0.9569,0.7445,7.071e-12,6.963e-12,7.178e-12,3.1e-13,3.002e-13,3.198e-13,2.657e-14,2.41e-14,2.904e-14,5.635e-13,5.314e-13,5.955e-13,1.22e-14,1.023e-14,1.417e-14,1.748e-15,1.084e-15,2.412e-15,10.0,1.0,1.0,1.0,0.0965,0.07085,0.001634,0.4341,10.0,1.0,1.0,1.0,0.5616,0.3151,0.001653,2.488,10.0,1.0,1.0,1.0,0.007362,0.008268,0.001068,0.0192
IGR J18214-1318,0.06,0.59, 18 21 19.77,-13 18 39.23, 2CXO J182119.7-131838,2.976,0.198,0.252,0.1545,0.002857,0.1573,0.1516,0.9806,0.9919,0.396,4.605e-12,4.401e-12,4.798e-12,1.109e-14,7.321e-15,1.485e-14,2.648e-15,1.043e-15,4.253e-15,4.578e-12,4.367e-12,4.776e-12,1.089e-14,6.833e-15,1.473e-14,2.044e-15,4.905e-16,3.515e-15,0.0,0.481,0.81,0.408,0.000292,0.002105,0.001898,0.003497,0.0,0.149,0.879,0.99,0.002855,0.1517,0.148,0.1573,,,,,,,,
IGR J18219-1347,0.01,0.92, 18 21 54.81,-13 47 26.65, 2CXO J182154.8-134726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J18256-1035,0.03,0.83, 18 25 43.83,-10 35 02.01, 2CXO J182543.8-103501,2.796,0.089,0.339,0.05359,0.002192,0.05578,0.0514,0.8919,0.9906,0.842,1.347e-12,1.245e-12,1.442e-12,2.117e-14,1.596e-14,2.638e-14,9.832e-16,4.916e-17,1.917e-15,1.363e-12,1.258e-12,1.461e-12,2.205e-14,1.619e-14,2.756e-14,1.055e-15,0.0,2.11e-15,0.0,0.406,0.444,0.468,0.000636,0.004206,0.00366,0.0062,0.0,0.421,0.93,0.67,0.002804,0.04918,0.04637,0.05198,,,,,,,,
IGR J18450-0435,0.04,0.77, 18 45 01.59,-04 33 56.58, 2CXO J184501.5-043356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J18450-0435,0.04,0.77, 18 45 01.59,-04 33 56.58, 2CXO J184501.5-043356,4.717,-0.326,0.988,0.1049,0.01722,0.1222,0.08772,0.9856,0.9956,0.5409,3.553e-12,3.374e-12,3.733e-12,4.935e-15,2.415e-15,7.455e-15,1.413e-15,1.927e-16,2.569e-15,3.52e-12,3.337e-12,3.703e-12,5.274e-15,2.581e-15,7.966e-15,1.635e-15,3.384e-16,2.933e-15,0.0,0.442,0.734,0.589,8.673e-05,0.000994,0.0009384,0.00134,7.0,0.992,1.0,0.999,0.01768,0.1038,0.08607,0.1214,,,,,,,,
IGR J19140+0951,0.07,0.55, 19 14 04.25,+09 52 58.35, 2CXO J191404.2+095258,4.401,-0.136,1.0,0.09254,0.02621,0.1391,0.06085,0.9856,0.9956,0.5109,2.807e-12,2.73e-12,2.885e-12,4.99e-15,3.643e-15,6.257e-15,9.192e-16,4.354e-16,1.403e-15,2.175e-12,2.104e-12,2.246e-12,1.704e-15,8.969e-16,2.511e-15,4.336e-16,9.034e-17,7.588e-16,0.0,0.421,0.304,0.188,8.447e-05,0.0009823,0.0009453,0.001633,9.0,1.0,1.0,1.0,0.02592,0.08985,0.06034,0.1382,,,,,,,,
IGR J19294+1816,0.06,0.64, 19 29 55.89,+18 18 37.90, 2CXO J192955.8+181837,1.792,0.919,1.0,0.5572,0.2402,1.522,0.06365,0.8595,0.8532,-0.03,1.699e-11,1.685e-11,1.713e-11,3.591e-13,3.467e-13,3.715e-13,5.21e-11,4.263e-11,6.156e-11,1.685e-11,1.671e-11,1.699e-11,3.622e-13,3.494e-13,3.751e-13,6.395e-11,5.391e-11,7.399e-11,9.0,1.0,1.0,1.0,0.007691,0.02935,0.02166,0.03704,10.0,1.0,1.0,1.0,0.2221,0.5258,0.08899,1.298,1.0,0.531,0.867,0.72,0.0002486,0.002072,0.001823,0.00232
IGR J19498+2534,0.03,0.81, 19 49 55.43,+25 33 59.74, 2CXO J194955.4+253359,1.475,1.382,0.988,0.0494,0.01165,0.06185,0.03461,0.8932,0.9756,0.6046,1.115e-12,1.029e-12,1.195e-12,2.143e-14,1.585e-14,2.7e-14,0.0,0.0,2.359e-15,1.061e-12,9.815e-13,1.14e-12,1.86e-14,1.308e-14,2.383e-14,1.601e-15,0.0,3.416e-15,2.0,0.709,0.865,0.996,0.001243,0.003166,0.001947,0.0059,6.0,0.967,1.0,0.999,0.01094,0.04584,0.03194,0.05914,,,,,,,,
IGR J19498+2534,0.03,0.81, 19 49 55.43,+25 33 59.74, 2CXO J194955.4+253359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS 1947+300,0.02,0.86, 19 49 35.48,+30 12 31.53, 2CXO J194935.4+301231,1.595,0.641,1.0,0.1,0.03685,0.1704,0.03525,0.7171,0.8957,0.4947,1.805e-12,1.705e-12,1.906e-12,9.556e-14,8.39e-14,1.065e-13,2.111e-14,1.606e-14,2.587e-14,1.802e-12,1.695e-12,1.902e-12,9.317e-14,8.151e-14,1.041e-13,2.179e-14,1.642e-14,2.684e-14,5.0,0.89,0.972,0.944,0.009996,0.01791,0.005167,0.04526,8.0,1.0,0.96,1.0,0.02957,0.07592,0.0293,0.1206,0.0,0.205,0.366,0.708,0.0002744,0.004142,0.0039,0.005182
LS 5039,0.02,0.85, 18 26 15.06,-14 50 54.38, 2CXO J182615.0-145055,1.307,0.931,0.04,0.2894,0.0001945,0.2896,0.2892,0.4984,0.7895,0.4797,3.519e-12,3.39e-12,3.649e-12,3.753e-13,3.555e-13,3.951e-13,7.816e-14,6.968e-14,8.664e-14,3.551e-12,3.415e-12,3.678e-12,3.78e-13,3.571e-13,3.989e-13,7.443e-14,6.547e-14,8.286e-14,0.0,0.092,0.398,0.567,0.0003937,0.08714,0.08674,0.08753,0.0,0.026,0.153,0.208,5.49e-05,0.1793,0.1792,0.1793,0.0,0.135,0.638,0.961,0.0007107,0.02296,0.02195,0.02377
LS 5039,0.02,0.85, 18 26 15.06,-14 50 54.38, 2CXO J182615.0-145055,0.9882,1.474,0.019,0.5257,0.0001671,0.5259,0.5255,0.3848,0.7358,0.4909,6.958e-12,6.813e-12,7.103e-12,1.075e-12,1.049e-12,1.102e-12,2.18e-13,2.073e-13,2.286e-13,6.813e-12,6.667e-12,6.959e-12,1.088e-12,1.061e-12,1.116e-12,2.186e-13,2.076e-13,2.296e-13,0.0,0.03,0.547,0.274,6.384e-05,0.1949,0.1948,0.1949,0.0,0.08,0.989,0.977,0.001138,0.2796,0.2781,0.281,0.0,0.06,0.114,0.115,7.994e-05,0.05126,0.05118,0.05134
LS 5039,0.02,0.85, 18 26 15.06,-14 50 54.38, 2CXO J182615.0-145055,0.9662,1.497,0.926,0.3292,0.01435,0.3435,0.3148,0.3798,0.7033,0.4422,4.128e-12,4.042e-12,4.215e-12,6.613e-13,6.451e-13,6.776e-13,1.536e-13,1.466e-13,1.607e-13,4.087e-12,3.998e-12,4.175e-12,6.581e-13,6.413e-13,6.749e-13,1.559e-13,1.485e-13,1.632e-13,0.0,0.229,0.987,0.924,0.001295,0.1211,0.1198,0.1224,2.0,0.761,0.999,0.997,0.007361,0.1719,0.1645,0.1793,0.0,0.047,0.08,0.184,7.718e-06,0.03613,0.03612,0.03614
LS 5039,0.02,0.85, 18 26 15.06,-14 50 54.38, 2CXO J182615.0-145055,1.037,1.439,0.044,0.1397,0.0001193,0.1398,0.1396,0.3873,0.6146,0.2986,1.707e-12,1.673e-12,1.741e-12,2.605e-13,2.537e-13,2.674e-13,7.97e-14,7.552e-14,8.388e-14,1.71e-12,1.673e-12,1.744e-12,2.568e-13,2.499e-13,2.638e-13,7.883e-14,7.453e-14,8.313e-14,0.0,0.107,0.842,0.449,0.0002005,0.04674,0.04654,0.04694,2.0,0.745,1.0,1.0,0.003785,0.08023,0.07519,0.08377,0.0,0.046,0.783,0.298,2.285e-05,0.01271,0.01268,0.01273
LS I+61 303,0.02,0.84, 02 40 31.66,+61 13 45.59, 2CXO J024031.6+611345,0.9642,1.624,1.0,1.093,0.07514,1.16,0.9881,0.3186,0.5397,0.2661,1.369e-11,1.353e-11,1.383e-11,2.447e-12,2.416e-12,2.479e-12,8.208e-13,8.004e-13,8.411e-13,1.37e-11,1.354e-11,1.385e-11,2.504e-12,2.47e-12,2.537e-12,8.364e-13,8.153e-13,8.575e-13,8.0,1.0,1.0,1.0,0.03148,0.397,0.3538,0.428,8.0,1.0,1.0,1.0,0.03275,0.5895,0.5435,0.6167,6.0,0.986,1.0,0.999,0.009219,0.1066,0.09738,0.1158
LS I+61 303,0.02,0.84, 02 40 31.66,+61 13 45.59, 2CXO J024031.6+611345,1.273,1.039,1.0,0.1258,0.01529,0.1555,0.1016,0.5084,0.747,0.386,1.987e-12,1.951e-12,2.021e-12,2.107e-13,2.046e-13,2.165e-13,5.175e-14,4.877e-14,5.455e-14,2.008e-12,1.971e-12,2.043e-12,2.035e-13,1.976e-13,2.093e-13,4.743e-14,4.468e-14,5.018e-14,5.0,0.717,1.0,0.999,0.002335,0.03573,0.03247,0.03781,8.0,1.0,1.0,1.0,0.01142,0.08133,0.06556,0.1089,0.0,0.08,0.891,0.942,3.892e-05,0.008541,0.008497,0.008595
MWC 656,0.03,0.83, 22 42 57.29,+44 43 18.27, 2CXO J224257.2+444318,,,0.405,0.0003341,1.843e-05,0.000462,0.0003277,-0.3373,-0.5771,-0.2386,7.334e-16,0.0,1.812e-15,8.586e-16,5.676e-16,1.15e-15,5.036e-16,2.378e-16,7.694e-16,1.321e-15,1.149e-16,2.469e-15,8.196e-16,5.176e-16,1.122e-15,5.321e-16,2.66e-16,7.981e-16,0.0,0.47,0.112,0.009,6.832e-06,0.0001503,0.0001486,0.0002175,1.0,0.5,0.787,0.782,2.48e-06,6.681e-05,6.617e-05,0.0001002,0.0,0.496,0.635,0.229,5.617e-06,0.0001169,0.0001152,0.0001751
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.6846,1.657,0.057,0.05632,6.081e-05,0.05638,0.05626,0.0912,-0.0949,-0.1849,5.035e-13,4.645e-13,5.426e-13,1.496e-13,1.382e-13,1.61e-13,1.305e-13,1.154e-13,1.456e-13,5.147e-13,4.745e-13,5.548e-13,1.549e-13,1.426e-13,1.664e-13,1.374e-13,1.201e-13,1.536e-13,0.0,0.119,0.252,0.008,0.0001816,0.02328,0.0231,0.02346,0.0,0.078,0.119,0.009,1.003e-05,0.02428,0.02427,0.02429,0.0,0.088,0.058,0.244,3.375e-05,0.008756,0.008712,0.008798
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8245,1.865,0.999,0.1248,0.01093,0.141,0.1076,0.1761,0.055,-0.1237,1.549e-12,1.519e-12,1.578e-12,3.939e-13,3.844e-13,4.028e-13,3.18e-13,3.009e-13,3.351e-13,1.544e-12,1.513e-12,1.573e-12,3.688e-13,3.593e-13,3.784e-13,2.781e-13,2.61e-13,2.951e-13,0.0,0.045,0.953,0.999,0.0001191,0.04554,0.04533,0.04571,5.0,0.898,0.999,1.0,0.003751,0.06988,0.06613,0.07363,0.0,0.06,0.616,0.553,1.125e-05,0.009418,0.009407,0.009429
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.7579,1.688,0.042,0.07564,6.613e-05,0.0757,0.07557,0.1699,0.1599,-0.0112,7.001e-13,6.745e-13,7.241e-13,1.69e-13,1.621e-13,1.756e-13,1.084e-13,1.024e-13,1.141e-13,6.796e-13,6.52e-13,7.053e-13,1.582e-13,1.517e-13,1.648e-13,1.023e-13,9.642e-14,1.082e-13,0.0,0.044,0.626,0.797,1.389e-05,0.0291,0.02909,0.02912,0.0,0.042,0.211,0.529,1.337e-05,0.03158,0.03156,0.03159,0.0,0.399,0.862,0.881,0.0006324,0.01496,0.01433,0.01559
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8687,1.499,0.353,0.1217,0.001439,0.1231,0.12,0.2748,0.3186,0.0475,1.329e-12,1.304e-12,1.353e-12,2.616e-13,2.56e-13,2.672e-13,1.687e-13,1.633e-13,1.741e-13,1.293e-12,1.268e-12,1.317e-12,2.413e-13,2.355e-13,2.467e-13,1.59e-13,1.533e-13,1.644e-13,0.0,0.211,0.952,0.793,0.0003883,0.04352,0.04313,0.04391,0.0,0.117,0.965,0.928,0.0002201,0.05946,0.05924,0.05969,0.0,0.04,0.66,0.491,1.099e-05,0.01859,0.01857,0.0186
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.7604,1.801,0.019,0.07503,6.375e-06,0.07503,0.07502,0.1437,0.1874,0.0437,7.141e-13,6.956e-13,7.315e-13,1.879e-13,1.829e-13,1.926e-13,1.135e-13,1.089e-13,1.179e-13,7.038e-13,6.848e-13,7.216e-13,1.802e-13,1.752e-13,1.85e-13,1.118e-13,1.068e-13,1.165e-13,0.0,0.034,0.291,0.339,1.54e-05,0.03047,0.03045,0.03048,0.0,0.027,0.278,0.192,4.418e-07,0.03245,0.03245,0.03245,0.0,0.045,0.082,0.106,4.308e-06,0.01211,0.01211,0.01211
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.9266,1.446,0.021,0.1093,2.008e-06,0.1093,0.1093,0.2811,0.396,0.1299,1.247e-12,1.216e-12,1.279e-12,2.432e-13,2.357e-13,2.507e-13,1.123e-13,1.062e-13,1.185e-13,1.247e-12,1.214e-12,1.28e-12,2.392e-13,2.314e-13,2.465e-13,1.073e-13,1.006e-13,1.136e-13,0.0,0.034,0.084,0.062,2.156e-06,0.03968,0.03967,0.03968,0.0,0.029,0.487,0.653,7.264e-06,0.05708,0.05707,0.05709,0.0,0.04,0.05,0.182,8.806e-06,0.01251,0.0125,0.01252
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.9084,1.562,0.021,0.1226,4.373e-06,0.1226,0.1226,0.2848,0.416,0.1474,1.423e-12,1.385e-12,1.458e-12,2.7e-13,2.608e-13,2.788e-13,1.333e-13,1.259e-13,1.408e-13,1.425e-12,1.386e-12,1.462e-12,2.68e-13,2.587e-13,2.766e-13,1.283e-13,1.206e-13,1.36e-13,0.0,0.036,0.012,0.013,1.508e-05,0.04436,0.04435,0.04438,0.0,0.029,0.206,0.365,7.037e-06,0.06472,0.06472,0.06473,0.0,0.06,0.673,0.709,2.089e-06,0.01349,0.01349,0.01349
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8707,1.58,0.031,0.1027,6.608e-05,0.1027,0.1026,0.2573,0.2686,0.0125,1.164e-12,1.141e-12,1.186e-12,2.449e-13,2.389e-13,2.506e-13,1.665e-13,1.604e-13,1.726e-13,1.154e-12,1.132e-12,1.176e-12,2.338e-13,2.282e-13,2.395e-13,1.596e-13,1.53e-13,1.662e-13,0.0,0.079,0.762,0.554,9.392e-05,0.03708,0.03698,0.03717,0.0,0.025,0.534,0.15,1.22e-05,0.05248,0.05247,0.0525,0.0,0.036,0.814,0.975,2.173e-05,0.01311,0.01308,0.01314
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8462,1.625,0.035,0.07239,4.291e-05,0.07244,0.07235,0.2349,0.1961,-0.04,7.968e-13,7.722e-13,8.213e-13,1.716e-13,1.654e-13,1.778e-13,1.058e-13,9.925e-14,1.124e-13,7.815e-13,7.539e-13,8.074e-13,1.58e-13,1.514e-13,1.646e-13,1.024e-13,9.549e-14,1.092e-13,0.0,0.026,0.163,0.44,7.263e-06,0.02633,0.02632,0.02634,0.0,0.035,0.394,0.21,7.166e-06,0.03661,0.0366,0.03662,0.0,0.22,0.801,0.633,0.0001921,0.009453,0.009261,0.009645
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8077,1.738,0.702,0.07471,0.003312,0.07802,0.07139,0.1974,0.2024,0.005,7.868e-13,7.624e-13,8.111e-13,1.857e-13,1.79e-13,1.924e-13,1.214e-13,1.134e-13,1.293e-13,7.708e-13,7.439e-13,7.977e-13,1.794e-13,1.726e-13,1.859e-13,1.061e-13,9.836e-14,1.133e-13,0.0,0.041,0.101,0.087,1.358e-06,0.02851,0.0285,0.02851,6.0,0.909,0.999,1.0,0.00335,0.03675,0.03341,0.0401,0.0,0.265,0.853,0.784,0.0002627,0.009446,0.009184,0.009709
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.7193,1.942,0.815,0.09125,0.003321,0.09457,0.08793,0.0962,0.0325,-0.0637,8.984e-13,8.778e-13,9.177e-13,2.674e-13,2.609e-13,2.734e-13,1.895e-13,1.82e-13,1.971e-13,8.969e-13,8.757e-13,9.182e-13,2.59e-13,2.527e-13,2.652e-13,1.623e-13,1.548e-13,1.693e-13,0.0,0.066,0.568,0.843,7.391e-05,0.03778,0.0377,0.03785,0.0,0.286,0.994,0.991,0.0006489,0.04094,0.04003,0.04167,0.0,0.289,0.994,0.975,0.000274,0.01254,0.01226,0.01281
