usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
  X Per,0.04,0.94, 03 55 23.13,+31 02 44.17,2CXO J035523.1+310244X,,,,,,,,,,,1.501e-11,1.49e-11,1.512e-11,1.362e-12,1.346e-12,1.377e-12,4.912e-13,4.811e-13,5.012e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SS 433,0.05,0.65, 19 11 49.57,+04 58 57.80, 2CXO J191149.5+045857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SS 433,0.05,0.65, 19 11 49.57,+04 58 57.80, 2CXO J191149.5+045857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SS 433,0.05,0.65, 19 11 49.57,+04 58 57.80, 2CXO J191149.5+045857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SS 433,0.05,0.65, 19 11 49.57,+04 58 57.80, 2CXO J191149.5+045857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SS 433,0.05,0.65, 19 11 49.57,+04 58 57.80, 2CXO J191149.5+045857,1.084,1.291,0.022,0.356,7.319e-05,0.3561,0.356,0.4834,0.8157,0.5484,4.373e-12,4.327e-12,4.419e-12,4.571e-13,4.505e-13,4.637e-13,8.021e-14,7.782e-14,8.26e-14,3.248e-13,3.113e-13,3.383e-13,6.245e-15,5.433e-15,7.058e-15,4.936e-16,2.79e-16,6.975e-16,0.0,0.017,0.057,0.182,1.203e-05,0.1129,0.1129,0.1129,0.0,0.026,0.847,0.877,6.551e-05,0.216,0.2159,0.2161,0.0,0.02,0.515,0.557,5.28e-06,0.02711,0.0271,0.02712
 SS 433,0.05,0.65, 19 11 49.57,+04 58 57.80, 2CXO J191149.5+045857,1.536,0.694,0.039,1.452,0.0006145,1.453,1.452,0.5821,0.837,0.4959,2.626e-11,2.605e-11,2.648e-11,1.854e-12,1.83e-12,1.879e-12,3.632e-13,3.53e-13,3.734e-13,2.137e-11,2.116e-11,2.158e-11,8.09e-13,7.92e-13,8.26e-13,1.436e-13,1.369e-13,1.503e-13,0.0,0.049,0.761,0.789,0.0003426,0.3751,0.3748,0.3755,0.0,0.013,0.581,0.249,7.615e-05,0.9935,0.9934,0.9935,0.0,0.072,0.626,0.17,0.0002005,0.08381,0.08361,0.08401
1A 0535+262,0.03,0.78, 05 38 54.58,+26 18 56.70, 2CXO J053854.5+261856,1.597,0.561,0.078,0.1629,0.0002434,0.1632,0.1627,0.5834,0.7733,0.346,2.9e-12,2.861e-12,2.939e-12,2.315e-13,2.26e-13,2.366e-13,6.523e-14,6.239e-14,6.806e-14,2.767e-12,2.728e-12,2.807e-12,1.987e-13,1.937e-13,2.038e-13,5.378e-14,5.108e-14,5.649e-14,6.0,0.974,1.0,1.0,0.002937,0.03971,0.03678,0.04265,0.0,0.021,0.4,0.251,2.302e-05,0.1128,0.1128,0.1129,2.0,0.842,0.996,0.977,0.001036,0.01038,0.009349,0.01142
1A 1118-615,0.02,0.86, 11 20 57.11,-61 55 00.15, 2CXO J112057.1-615500,1.069,1.502,1.0,0.206,0.03006,0.2528,0.1691,0.5059,0.8495,0.6009,2.605e-12,2.544e-12,2.667e-12,3.074e-13,2.972e-13,3.176e-13,4.564e-14,4.218e-14,4.91e-14,2.647e-12,2.583e-12,2.711e-12,3.147e-13,3.04e-13,3.254e-13,4.747e-14,4.379e-14,5.115e-14,0.0,0.275,0.964,0.986,0.002157,0.0637,0.06097,0.06688,0.0,0.039,0.904,0.989,0.0001001,0.1287,0.1286,0.1288,0.0,0.128,0.188,0.512,0.000115,0.01266,0.01254,0.01277
1FGL J1018.6-5856,0.01,0.95, 10 18 55.58,-58 56 45.94, 2CXO J101855.6-585645,1.073,1.527,0.074,0.06704,0.00019,0.06723,0.06685,0.4085,0.6858,0.3823,8.85e-13,8.337e-13,9.363e-13,1.32e-13,1.217e-13,1.416e-13,3.118e-14,2.584e-14,3.622e-14,9.07e-13,8.538e-13,9.569e-13,1.325e-13,1.219e-13,1.423e-13,3.098e-14,2.544e-14,3.619e-14,0.0,0.099,0.208,0.482,0.0001077,0.02198,0.02188,0.02209,0.0,0.06,0.599,0.44,2.361e-05,0.04019,0.04016,0.04021,6.0,0.947,0.949,0.83,0.002926,0.004877,0.00247,0.01489
1FGL J1018.6-5856,0.01,0.95, 10 18 55.58,-58 56 45.94, 2CXO J101855.6-585645,1.083,1.518,0.0,0.06777,1.984e-08,0.06777,0.06777,0.4172,0.7033,0.4047,9.483e-13,9.237e-13,9.729e-13,1.344e-13,1.293e-13,1.392e-13,3.304e-14,3.021e-14,3.586e-14,9.345e-13,9.09e-13,9.586e-13,1.327e-13,1.275e-13,1.377e-13,3.262e-14,2.967e-14,3.556e-14,0.0,0.0,0.82,0.455,3.648e-08,0.02158,0.02158,0.02158,0.0,0.035,0.573,0.943,6.884e-05,0.04226,0.04216,0.04232,0.0,0.193,0.966,0.86,9.554e-05,0.003944,0.003828,0.004046
1FGL J1018.6-5856,0.01,0.95, 10 18 55.58,-58 56 45.94, 2CXO J101855.6-585645,1.037,1.648,0.048,0.05001,5.822e-05,0.05007,0.04996,0.3923,0.6458,0.3385,6.635e-13,6.389e-13,6.881e-13,1.04e-13,9.845e-14,1.093e-13,2.716e-14,2.41e-14,3.022e-14,6.568e-13,6.304e-13,6.817e-13,1.019e-13,9.645e-14,1.073e-13,2.693e-14,2.373e-14,3.012e-14,0.0,0.061,0.313,0.748,2.168e-05,0.01641,0.01639,0.01643,0.0,0.066,0.234,0.079,6.824e-05,0.03014,0.03008,0.03021,0.0,0.084,0.171,0.013,1.506e-05,0.003462,0.003442,0.003481
2E 1145.5-6155,0.02,0.86, 11 48 00.01,-62 12 24.81, 2CXO J114800.0-621224,1.114,0.832,1.0,0.6556,0.03626,0.6838,0.6041,0.4647,0.5671,0.1387,7.323e-12,7.225e-12,7.415e-12,8.566e-13,8.421e-13,8.71e-13,4.12e-13,4.032e-13,4.209e-13,7.276e-12,7.174e-12,7.371e-12,8.174e-13,8.028e-13,8.32e-13,3.958e-13,3.867e-13,4.049e-13,8.0,1.0,1.0,1.0,0.01628,0.1914,0.1751,0.2076,8.0,1.0,1.0,1.0,0.09818,0.346,0.09994,0.5597,0.0,0.024,0.664,0.696,1.596e-05,0.1181,0.118,0.1181
2MASS J22535512+6243368,0.01,0.94, 22 53 55.07,+62 43 37.07, 2CXO J225355.0+624337,1.255,1.226,0.999,0.08457,0.008229,0.0928,0.07634,0.6633,0.9507,0.7783,1.527e-12,1.473e-12,1.581e-12,1.012e-13,9.557e-14,1.069e-13,6.935e-15,4.925e-15,8.945e-15,1.503e-12,1.452e-12,1.553e-12,1.062e-13,1.004e-13,1.12e-13,6.804e-15,5.227e-15,8.298e-15,0.0,0.067,0.171,0.326,4.358e-05,0.01973,0.01969,0.01978,7.0,1.0,1.0,1.0,0.007037,0.0614,0.05437,0.06844,0.0,0.293,0.769,0.707,0.0001554,0.003433,0.003278,0.003589
2MASS J22535512+6243368,0.01,0.94, 22 53 55.07,+62 43 37.07, 2CXO J225355.0+624337,1.324,1.301,0.75,0.06617,0.007528,0.07742,0.05633,0.7096,0.9207,0.6071,1.194e-12,1.154e-12,1.235e-12,7.116e-14,6.592e-14,7.639e-14,1.054e-14,7.943e-15,1.313e-14,1.149e-12,1.106e-12,1.189e-12,6.544e-14,6.001e-14,7.054e-14,7.82e-15,5.641e-15,9.999e-15,0.0,0.079,0.282,0.542,2.27e-05,0.01159,0.01157,0.01161,5.0,0.869,1.0,0.999,0.006976,0.05315,0.04566,0.06503,0.0,0.433,0.363,0.476,0.0001402,0.001283,0.001168,0.002298
2MASS J22535512+6243368,0.01,0.94, 22 53 55.07,+62 43 37.07, 2CXO J225355.0+624337,1.318,1.373,1.0,0.07513,0.0273,0.1494,0.02353,0.6783,0.9232,0.6533,1.415e-12,1.37e-12,1.457e-12,9.456e-14,8.869e-14,1.001e-13,1.054e-14,8.356e-15,1.272e-14,1.327e-12,1.286e-12,1.369e-12,9.101e-14,8.508e-14,9.658e-14,1.098e-14,8.708e-15,1.325e-14,6.0,0.906,0.975,1.0,0.006939,0.01456,0.006466,0.05221,9.0,1.0,1.0,1.0,0.02097,0.05921,0.02294,0.1095,0.0,0.243,0.808,0.755,8.749e-05,0.001386,0.001329,0.001744
2MASS J22535512+6243368,0.01,0.94, 22 53 55.07,+62 43 37.07, 2CXO J225355.0+624337,1.293,1.381,1.0,0.06343,0.01459,0.09645,0.03493,0.6883,0.9419,0.7171,1.204e-12,1.166e-12,1.243e-12,7.725e-14,7.207e-14,8.244e-14,8.862e-15,6.219e-15,1.15e-14,1.127e-12,1.089e-12,1.166e-12,7.634e-14,7.103e-14,8.166e-14,7.423e-15,4.994e-15,9.718e-15,0.0,0.079,0.886,0.782,3.247e-05,0.01215,0.01212,0.01218,8.0,1.0,1.0,1.0,0.01283,0.05123,0.02766,0.08039,6.0,0.942,0.803,0.997,0.000552,0.0009029,0.0003598,0.002129
3A 0656-072,0.06,0.63, 06 58 14.51,-07 12 44.96, 2CXO J065814.5-071245,0.2435,4.944,0.347,0.05649,0.002323,0.05881,0.05417,-0.5584,-0.867,-0.5971,3.708e-14,2.562e-14,4.854e-14,7.149e-14,6.186e-14,8.06e-14,2.203e-13,2.027e-13,2.378e-13,3.708e-14,2.562e-14,4.854e-14,7.142e-14,6.152e-14,8.077e-14,2.103e-13,1.921e-13,2.274e-13,0.0,0.346,0.838,0.701,0.001058,0.01469,0.0137,0.01599,0.0,0.261,0.0,0.002,0.0002132,0.002883,0.002711,0.003789,0.0,0.107,0.84,0.518,0.000358,0.03879,0.03839,0.03919
3A 0726-260,0.03,0.8, 07 28 53.58,-26 06 28.87, 2CXO J072853.5-260629,1.711,0.516,0.0,1.075,1.585e-10,1.075,1.075,0.6521,0.8869,0.5572,2.084e-11,2.046e-11,2.122e-11,1.244e-12,1.204e-12,1.284e-12,2.086e-13,1.929e-13,2.243e-13,2.071e-11,2.033e-11,2.11e-11,1.166e-12,1.123e-12,1.205e-12,1.946e-13,1.791e-13,2.102e-13,0.0,0.0,0.983,0.992,4.439e-06,0.2394,0.2394,0.2394,0.0,0.0,0.936,0.984,3.582e-06,0.7898,0.7898,0.7898,6.0,0.949,1.0,0.996,0.01808,0.04548,0.01879,0.09238
3A 1845-024,0.04,0.75, 18 48 16.85,-02 25 25.19, 2CXO J184816.8-022525,,,0.2,0.007982,0.0002465,0.008304,0.007687,0.9994,0.9994,0.9994,2.683e-13,2.171e-13,3.166e-13,,,,,,,2.712e-13,2.182e-13,3.242e-13,,,,,,,,,,,,,,,0.0,0.2,0.777,0.825,0.0002465,0.007982,0.007687,0.008304,,,,,,,,
3A 1845-024,0.04,0.75, 18 48 16.85,-02 25 25.19, 2CXO J184816.8-022525,,,0.838,0.009926,0.004192,0.02966,0.006359,0.9994,0.9994,-0.9994,3.263e-13,2.698e-13,3.827e-13,0.0,0.0,1.983e-15,,,,3.072e-13,2.538e-13,3.606e-13,0.0,0.0,2.499e-15,,,,,,,,,,,,5.0,0.801,0.485,0.728,0.003899,0.009746,0.006423,0.02902,,,,,,,,
4U 1538-522,0.04,0.75, 15 42 23.37,-52 23 09.75, 2CXO J154223.3-522309,9.687,-0.453,1.0,0.09922,0.02103,0.1218,0.05198,0.767,0.9432,0.6359,2.625e-12,2.556e-12,2.694e-12,7.977e-14,7.493e-14,8.46e-14,8.72e-15,7.315e-15,1.012e-14,2.364e-12,2.296e-12,2.432e-12,7.216e-14,6.743e-14,7.689e-14,8.473e-15,7.007e-15,9.94e-15,9.0,1.0,1.0,1.0,0.005868,0.01498,0.001646,0.01912,8.0,1.0,1.0,1.0,0.01555,0.08206,0.05181,0.09722,6.0,0.99,0.963,0.996,0.0013,0.002094,0.0003634,0.005342
4U 1901+03,0.01,0.93, 19 03 39.39,+03 12 15.69, 2CXO J190339.3+031215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4U 1901+03,0.01,0.93, 19 03 39.39,+03 12 15.69, 2CXO J190339.3+031215,,,0.601,0.005652,0.001525,0.01304,0.004437,0.6908,0.9994,0.9994,8.679e-14,7.27e-14,1.009e-13,7.625e-15,5.004e-15,1.013e-14,,,,8.457e-14,7.029e-14,9.795e-14,8.297e-15,5.573e-15,1.09e-14,,,,0.0,0.492,0.786,0.293,0.0001023,0.0009418,0.0008898,0.001585,2.0,0.72,0.052,0.242,0.001504,0.00471,0.003631,0.01174,,,,,,,,
4U 1901+03,0.01,0.93, 19 03 39.39,+03 12 15.69, 2CXO J190339.3+031215,,,,,,,,,,,,,,0.0,0.0,4.978e-15,,,,,,,0.0,0.0,5.135e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
4U 1954+319,0.06,0.72, 19 55 42.34,+32 05 48.95, 2CXO J195542.3+320549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.219,0.01227,0.0003477,0.01261,0.01192,0.5172,0.8395,0.5559,2.038e-13,1.705e-13,2.372e-13,2.257e-14,1.71e-14,2.804e-14,3.086e-15,1.029e-15,5.04e-15,2.11e-13,1.765e-13,2.455e-13,2.407e-14,1.829e-14,2.952e-14,3.646e-15,1.481e-15,5.811e-15,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.146,0.007538,0.0002273,0.007904,0.007201,0.1337,0.6796,0.5921,6.239e-14,4.654e-14,7.823e-14,1.834e-14,1.409e-14,2.236e-14,2.465e-15,6.391e-16,4.2e-15,7.098e-14,5.433e-14,8.675e-14,1.792e-14,1.373e-14,2.211e-14,3.259e-15,1.262e-15,5.151e-15,6.0,0.964,0.988,0.973,0.001886,0.00334,0.001569,0.01055,0.0,0.143,0.016,0.002,5.473e-05,0.003772,0.003704,0.003821,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,0.9589,1.646,0.098,0.02244,0.0002717,0.02281,0.02207,0.4297,0.6896,0.3648,3.14e-13,2.788e-13,3.492e-13,4.201e-14,3.563e-14,4.84e-14,1.178e-14,8.495e-15,1.506e-14,3.055e-13,2.712e-13,3.399e-13,4.37e-14,3.699e-14,5.041e-14,1.29e-14,9.308e-15,1.65e-14,0.0,0.388,0.441,0.519,0.001229,0.007312,0.006322,0.01276,0.0,0.196,0.447,0.364,0.00121,0.01305,0.0119,0.01727,0.0,0.367,0.276,0.432,0.0002049,0.002088,0.001944,0.00315
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.163,1.471,0.124,0.02662,0.0002237,0.02684,0.02639,0.3823,0.7695,0.5472,3.455e-13,3.093e-13,3.816e-13,5.626e-14,4.879e-14,6.373e-14,7.936e-15,5.43e-15,1.03e-14,3.576e-13,3.201e-13,3.951e-13,5.504e-14,4.739e-14,6.269e-14,8.29e-15,5.625e-15,1.095e-14,0.0,0.15,0.213,0.583,0.0001636,0.009673,0.009473,0.009869,0.0,0.066,0.116,0.272,1.46e-05,0.01527,0.01525,0.01529,1.0,0.579,0.678,0.616,0.0002822,0.001697,0.001554,0.003824
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.06,1.589,0.414,0.02018,0.002487,0.02625,0.0178,0.2736,0.7046,0.5334,2.377e-13,2.062e-13,2.691e-13,4.656e-14,3.967e-14,5.295e-14,7.92e-15,5.361e-15,1.036e-14,2.391e-13,2.069e-13,2.712e-13,4.731e-14,4.017e-14,5.395e-14,7.954e-15,5.384e-15,1.052e-14,0.0,0.415,0.95,0.987,0.001343,0.008361,0.006125,0.0104,0.0,0.234,0.846,0.979,0.001079,0.01031,0.009189,0.01543,0.0,0.403,0.698,0.424,0.0001739,0.001566,0.001444,0.002229
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.059,1.727,0.108,0.02231,0.000125,0.02244,0.02219,0.3548,0.847,0.7033,3.013e-13,2.674e-13,3.353e-13,4.885e-14,4.195e-14,5.576e-14,4.383e-15,2.557e-15,6.209e-15,3.091e-13,2.737e-13,3.445e-13,5.135e-14,4.462e-14,5.808e-14,4.03e-15,2.217e-15,5.844e-15,0.0,0.4,0.607,0.507,0.0007085,0.008612,0.007903,0.00932,0.0,0.089,0.528,0.809,7.457e-05,0.01279,0.01271,0.01288,0.0,0.43,0.036,0.069,7.881e-05,0.0009135,0.000872,0.001263
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.141,0.008163,7.152e-05,0.008235,0.008092,0.3823,0.6096,0.2848,1.041e-13,8.626e-14,1.219e-13,1.658e-14,1.303e-14,2.013e-14,7.304e-15,4.504e-15,9.982e-15,1.018e-13,8.427e-14,1.193e-13,1.554e-14,1.183e-14,1.901e-14,4.522e-15,2.596e-15,6.364e-15,1.0,0.558,0.787,0.816,0.0005779,0.00279,0.002322,0.004865,0.0,0.454,0.629,0.92,0.0007856,0.004545,0.003946,0.008697,0.0,0.482,0.735,0.713,8.466e-05,0.0008267,0.0007849,0.001324
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.699,0.01261,0.004481,0.02129,0.00624,0.4722,0.6071,0.1799,1.617e-13,1.398e-13,1.822e-13,2.104e-14,1.706e-14,2.501e-14,8.811e-15,5.979e-15,1.164e-14,1.712e-13,1.483e-13,1.928e-13,2.07e-14,1.651e-14,2.464e-14,8.639e-15,5.759e-15,1.152e-14,0.0,0.246,0.049,0.149,0.0003118,0.003683,0.003466,0.00524,6.0,0.911,0.96,0.999,0.004004,0.007742,0.003128,0.02157,1.0,0.502,0.218,0.084,0.0001517,0.001195,0.001111,0.002036
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.265,0.006262,0.0007515,0.009595,0.005657,0.2723,0.5909,0.361,9.446e-14,7.469e-14,1.142e-13,1.52e-14,1.14e-14,1.9e-14,0.0,0.0,1.446e-15,9.407e-14,7.483e-14,1.122e-13,1.664e-14,1.254e-14,2.074e-14,0.0,0.0,1.446e-15,0.0,0.376,0.917,0.798,0.00028,0.002386,0.002102,0.002754,0.0,0.196,0.342,0.774,0.0002072,0.00348,0.003328,0.004347,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.999,0.01797,0.008783,0.03589,0.004836,0.3948,0.7683,0.5334,2.213e-13,1.911e-13,2.497e-13,3.354e-14,2.788e-14,3.921e-14,5.124e-15,3.137e-15,7.11e-15,2.171e-13,1.863e-13,2.46e-13,3.29e-14,2.702e-14,3.878e-14,5.81e-15,3.602e-15,7.902e-15,0.0,0.293,0.288,0.594,0.0007601,0.006757,0.006133,0.009455,8.0,1.0,1.0,1.0,0.006775,0.01026,0.001226,0.0249,1.0,0.547,0.806,0.952,0.0002261,0.001266,0.001074,0.002087
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.267,0.01437,0.0008489,0.01545,0.01332,0.3773,0.7345,0.4897,1.48e-13,1.245e-13,1.714e-13,2.659e-14,2.168e-14,3.15e-14,4.544e-15,2.745e-15,6.342e-15,1.539e-13,1.292e-13,1.786e-13,2.731e-14,2.185e-14,3.246e-14,5.151e-15,3.154e-15,7.044e-15,2.0,0.797,0.685,0.884,0.001941,0.005375,0.003696,0.01319,0.0,0.379,0.84,0.839,0.001225,0.007898,0.00577,0.009846,1.0,0.589,0.886,0.872,0.0001958,0.001128,0.001003,0.002243
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.879,0.01312,0.006439,0.03689,0.007811,0.5097,0.8007,0.4847,1.999e-13,1.689e-13,2.309e-13,2.06e-14,1.588e-14,2.507e-14,4.342e-15,2.322e-15,6.361e-15,1.95e-13,1.637e-13,2.263e-13,2.157e-14,1.666e-14,2.622e-14,4.351e-15,2.117e-15,6.468e-15,2.0,0.708,0.911,0.673,0.001331,0.004071,0.002677,0.008878,0.0,0.276,0.621,0.628,0.0009866,0.008162,0.007331,0.01286,0.0,0.488,0.085,0.02,8.576e-05,0.0008456,0.0007962,0.001233
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.788,0.01302,0.002997,0.01859,0.01022,0.2136,0.7283,0.6071,1.284e-13,1.073e-13,1.495e-13,2.664e-14,2.232e-14,3.096e-14,3.938e-15,2.499e-15,5.301e-15,1.086e-13,8.99e-14,1.273e-13,2.819e-14,2.369e-14,3.27e-14,4.214e-15,2.703e-15,5.645e-15,2.0,0.748,0.99,0.967,0.001745,0.005802,0.004227,0.008272,0.0,0.355,0.768,0.604,0.0004332,0.006119,0.005686,0.006552,1.0,0.584,0.95,0.861,0.0001589,0.001055,0.0009624,0.002077
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.573,0.0127,0.001613,0.01463,0.01094,0.4622,0.7358,0.4097,1.78e-13,1.504e-13,2.056e-13,2.313e-14,1.796e-14,2.803e-14,5.537e-15,3.23e-15,7.844e-15,1.764e-13,1.48e-13,2.048e-13,2.414e-14,1.875e-14,2.926e-14,4.012e-15,1.955e-15,5.967e-15,2.0,0.717,0.974,0.911,0.001185,0.003963,0.002937,0.01062,0.0,0.208,0.48,0.394,0.0006719,0.007653,0.007076,0.01083,1.0,0.512,0.484,0.756,0.0001294,0.0009567,0.000873,0.001551
