usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,4.563e-13,3.868e-13,5.217e-13,6.04e-14,5.277e-14,6.803e-14,0.0,0.0,1.833e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,2.388e-10,2.379e-10,2.397e-10,1.89e-11,1.873e-11,1.907e-11,1.126e-12,1.074e-12,1.178e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,2.022e-13,1.192e-13,2.853e-13,4.887e-14,3.974e-14,5.8e-14,0.0,0.0,4.806e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,3.068e-12,2.965e-12,3.166e-12,2.824e-13,2.691e-13,2.948e-13,1.411e-13,1.312e-13,1.509e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,3.065e-12,2.96e-12,3.164e-12,2.578e-13,2.453e-13,2.695e-13,1.593e-13,1.487e-13,1.699e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,3.156e-12,3.059e-12,3.253e-12,2.355e-13,2.235e-13,2.467e-13,1.658e-13,1.55e-13,1.765e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,2.917e-12,2.813e-12,3.015e-12,2.402e-13,2.275e-13,2.522e-13,1.496e-13,1.381e-13,1.612e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,3.818e-12,3.706e-12,3.93e-12,3.38e-13,3.224e-13,3.526e-13,2.054e-13,1.908e-13,2.201e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,4.625e-13,3.944e-13,5.266e-13,4.501e-14,3.737e-14,5.22e-14,0.0,0.0,8.775e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,3.368e-13,2.843e-13,3.863e-13,3.821e-14,3.235e-14,4.374e-14,0.0,0.0,1.315e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,4.37e-13,3.444e-13,5.295e-13,4.462e-14,3.318e-14,5.549e-14,0.0,0.0,4.263e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,2.982e-13,2.442e-13,3.489e-13,4.752e-14,4.133e-14,5.371e-14,0.0,0.0,1.101e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,3.738e-13,3.134e-13,4.306e-13,5.678e-14,4.973e-14,6.382e-14,0.0,0.0,1.688e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOU J174805.0-244643,0.03,0.95, 17 48 05.11,-24 46 44.42,2CXO J174805.4-244643X,,,,,,,,,,,5.005e-13,4.38e-13,5.63e-13,4.791e-14,4.047e-14,5.492e-14,7.99e-16,0.0,2.019e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl* NGC 6652    SAW V10,0.04,0.94, 18 35 43.69,-32 59 26.37,2CXO J183543.7-325926X,,,,,,,,,,,2.468e-12,2.341e-12,2.594e-12,5.628e-13,5.354e-13,5.902e-13,3.178e-13,2.976e-13,3.38e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl* NGC 6652    SAW V10,0.04,0.94, 18 35 43.69,-32 59 26.37,2CXO J183543.7-325926X,,,,,,,,,,,9.42e-13,9.083e-13,9.758e-13,2.931e-13,2.841e-13,3.021e-13,1.912e-13,1.839e-13,1.986e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl* NGC 6652    SAW V10,0.04,0.94, 18 35 43.69,-32 59 26.37,2CXO J183543.7-325926X,,,,,,,,,,,5.362e-13,4.938e-13,5.786e-13,2.095e-13,1.966e-13,2.225e-13,3.36e-13,3.099e-13,3.622e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J16287-5021,0.0,0.97, 16 28 26.89,-50 22 39.79, 2CXO J162826.8-502239,69.47,-1.01,0.916,0.08852,0.01254,0.1011,0.07598,0.8894,0.9369,0.2773,2.558e-12,2.408e-12,2.708e-12,3.757e-14,2.98e-14,4.534e-14,1.799e-14,1.115e-14,2.482e-14,2.547e-12,2.393e-12,2.691e-12,3.567e-14,2.769e-14,4.322e-14,1.8e-14,1.072e-14,2.529e-14,2.0,0.802,0.646,0.798,0.002389,0.006174,0.004047,0.015,2.0,0.874,0.998,0.998,0.01086,0.08068,0.06982,0.09154,0.0,0.363,0.622,0.817,0.0001496,0.001652,0.001519,0.002173
IGR J16597-3704,0.02,0.88, 16 59 32.74,-37 07 15.38, 2CXO J165932.7-370715,,,0.154,0.007344,0.0005099,0.008481,0.006611,0.3785,0.6696,0.3848,6.94e-14,5.658e-14,8.223e-14,1.235e-14,9.536e-15,1.516e-14,3.21e-15,2.006e-15,4.414e-15,6.92e-14,5.551e-14,8.213e-14,1.137e-14,8.654e-15,1.408e-14,3.35e-15,2.093e-15,4.606e-15,0.0,0.4,0.364,0.318,0.0003536,0.002624,0.002344,0.004386,0.0,0.352,0.787,0.774,0.0005737,0.003888,0.0033,0.00561,0.0,0.418,0.835,0.84,6.698e-05,0.0008397,0.0008003,0.001125
IGR J17353-3539,0.04,0.73, 17 35 23.75,-35 40 16.64, 2CXO J173523.7-354016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,,,,,,,,,3.715e-13,3.013e-13,4.375e-13,0.0,0.0,1.232e-14,0.0,0.0,2.989e-15,3.715e-13,3.013e-13,4.375e-13,0.0,0.0,1.202e-14,0.0,0.0,3.534e-15,,,,,,,,,,,,,,,,,,,,,,,,
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,,,,,,,,,1.612e-13,1.448e-13,1.777e-13,8.021e-15,6.565e-15,9.391e-15,0.0,0.0,6.569e-16,1.59e-13,1.426e-13,1.754e-13,5.611e-15,4.409e-15,6.813e-15,0.0,0.0,5.361e-16,,,,,,,,,,,,,,,,,,,,,,,,
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,,,,,,,,,0.0,0.0,1.209e-15,2.61e-15,1.966e-15,3.253e-15,0.0,0.0,3.953e-17,0.0,0.0,6.94e-16,2.525e-15,1.894e-15,3.156e-15,0.0,0.0,1.578e-16,,,,,,,,,,,,,,,,,,,,,,,,
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.791,0.003927,0.001232,0.01236,0.003153,0.065,0.7158,0.6808,2.014e-14,1.581e-14,2.448e-14,6.625e-15,5.521e-15,7.729e-15,8.32e-16,4.341e-16,1.23e-15,2.931e-15,1.675e-15,4.187e-15,3.451e-15,2.736e-15,4.125e-15,4.356e-16,1.936e-16,6.655e-16,2.0,0.713,0.029,0.111,0.0003678,0.001882,0.001718,0.005086,1.0,0.62,0.654,0.558,0.0003602,0.001775,0.001576,0.003824,2.0,0.718,0.937,0.816,0.0001055,0.0002668,0.0001413,0.0004482
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.101,0.02057,0.00021,0.02082,0.02026,0.4247,0.9994,0.9994,2.073e-13,1.754e-13,2.393e-13,2.324e-14,1.837e-14,2.783e-14,0.0,0.0,5.099e-16,7.246e-15,1.918e-15,1.236e-14,1.01e-14,7.295e-15,1.277e-14,0.0,0.0,4.109e-16,2.0,0.835,0.688,0.931,0.003002,0.006825,0.003217,0.01647,0.0,0.085,0.444,0.262,7.398e-05,0.01364,0.01354,0.01374,0.0,0.5,,,4.213e-06,0.0001004,9.924e-05,0.0001483
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.4332,4.019,0.284,0.009974,0.0003002,0.01027,0.009674,-0.0737,0.6596,0.6996,4.803e-14,4.125e-14,5.438e-14,2.319e-14,2.092e-14,2.532e-14,2.518e-15,1.849e-15,3.147e-15,1.812e-14,1.496e-14,2.129e-14,2.072e-14,1.858e-14,2.273e-14,2.156e-15,1.53e-15,2.747e-15,0.0,0.063,0.608,0.742,1.25e-05,0.00562,0.0056,0.005635,2.0,0.676,0.992,0.97,0.0005819,0.003696,0.002985,0.004321,0.0,0.43,0.209,0.316,5.455e-05,0.0006982,0.0006779,0.00119
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.5022,3.692,0.307,0.006437,0.0002283,0.006666,0.006209,-0.0287,0.6846,0.7008,3.127e-14,2.668e-14,3.587e-14,1.421e-14,1.266e-14,1.568e-14,1.402e-15,9.496e-16,1.854e-15,1.105e-14,8.638e-15,1.345e-14,1.177e-14,1.044e-14,1.311e-14,1.48e-15,1.06e-15,1.878e-15,0.0,0.339,0.871,0.706,0.0001753,0.003468,0.003293,0.003644,0.0,0.137,0.635,0.649,3.951e-05,0.002542,0.002498,0.002585,0.0,0.391,0.656,0.224,2.388e-05,0.0004242,0.0004151,0.0005714
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.097,0.006897,4.177e-05,0.006948,0.006841,0.1362,0.7933,0.7333,5.899e-14,4.676e-14,7.122e-14,1.356e-14,1.097e-14,1.6e-14,1.092e-15,4.634e-16,1.721e-15,8.606e-15,5.051e-15,1.197e-14,1.057e-14,8.459e-15,1.269e-14,1.104e-15,4.73e-16,1.734e-15,0.0,0.44,0.455,0.498,0.0004911,0.003342,0.003018,0.00622,0.0,0.124,0.024,0.015,0.0001302,0.0032,0.003104,0.003708,0.0,0.482,0.743,0.538,2.557e-05,0.0003555,0.0003446,0.0005197
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.697,2.534,0.053,0.006287,1.288e-05,0.006304,0.00627,0.2648,0.6858,0.5134,4.425e-14,3.878e-14,4.937e-14,9.763e-15,8.578e-15,1.095e-14,1.723e-15,1.292e-15,2.154e-15,7.224e-15,5.49e-15,8.958e-15,7.03e-15,6.078e-15,7.926e-15,1.468e-15,1.066e-15,1.871e-15,0.0,0.234,0.362,0.166,0.0001804,0.002591,0.002497,0.003834,0.0,0.163,0.194,0.575,0.000175,0.003185,0.003078,0.004424,0.0,0.483,0.055,0.163,4.27e-05,0.0005097,0.0004937,0.0008975
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.04,0.117,6.787e-05,0.1171,0.117,0.9994,0.8582,0.3835,1.201e-13,5.109e-14,1.865e-13,0.0,0.0,6.196e-15,1.201e-15,0.0,2.908e-15,0.0,0.0,8.417e-15,5.214e-15,2.483e-15,7.946e-15,1.689e-16,0.0,6.334e-16,0.0,0.087,0.188,0.16,6.912e-05,0.02287,0.0228,0.02293,0.0,0.044,0.143,0.092,6.164e-05,0.09207,0.092,0.09213,2.0,0.678,0.499,0.154,0.000449,0.002107,0.001869,0.004247
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.4995,3.257,0.051,0.006574,8.56e-06,0.006584,0.006564,0.0912,0.7258,0.6796,4.22e-14,3.605e-14,4.796e-14,1.316e-14,1.164e-14,1.469e-14,1.473e-15,9.749e-16,1.971e-15,9.291e-15,7.09e-15,1.137e-14,9.89e-15,8.514e-15,1.119e-14,1.09e-15,6.538e-16,1.525e-15,0.0,0.069,0.205,0.042,4.592e-06,0.003215,0.003211,0.003221,0.0,0.084,0.358,0.118,1.441e-05,0.002924,0.002908,0.002941,0.0,0.403,0.562,0.692,2.562e-05,0.0004344,0.0004233,0.0005922
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.4374,3.876,0.198,0.005707,0.0001159,0.005823,0.005592,-0.0212,0.5909,0.6046,3.813e-14,3.171e-14,4.415e-14,1.276e-14,1.105e-14,1.436e-14,1.751e-15,1.185e-15,2.29e-15,5.816e-15,4.06e-15,7.572e-15,9.675e-15,8.208e-15,1.106e-14,1.429e-15,9.205e-16,1.938e-15,0.0,0.104,0.653,0.822,5.103e-05,0.002997,0.002893,0.003055,0.0,0.364,0.803,0.775,0.0002335,0.002246,0.002127,0.004037,1.0,0.566,0.79,0.722,4.961e-05,0.0004678,0.0004475,0.0008792
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.07,0.004955,1.843e-05,0.004978,0.004937,0.1574,0.7795,0.7083,3.754e-14,3.15e-14,4.358e-14,9.743e-15,8.175e-15,1.122e-14,8.051e-16,3.917e-16,1.197e-15,4.258e-15,2.469e-15,5.961e-15,8.251e-15,6.841e-15,9.578e-15,8.922e-16,5.126e-16,1.272e-15,0.0,0.145,0.728,0.633,9.655e-05,0.002362,0.002309,0.002916,0.0,0.272,0.799,0.876,0.000186,0.002328,0.002222,0.00382,0.0,0.459,0.264,0.018,1.494e-05,0.0002661,0.0002612,0.0003779
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.546,0.004804,0.0005059,0.005311,0.004218,0.1874,0.7096,0.6009,2.96e-14,2.409e-14,3.476e-14,8.648e-15,7.122e-15,1.007e-14,1.149e-15,6.111e-16,1.687e-15,7.984e-15,5.506e-15,1.046e-14,5.475e-15,4.393e-15,6.494e-15,4.434e-16,1.696e-16,7.043e-16,1.0,0.547,0.971,0.922,0.0003733,0.002129,0.001915,0.004425,0.0,0.147,0.676,0.149,4.27e-05,0.002299,0.002246,0.002338,0.0,0.44,0.197,0.06,1.939e-05,0.0003326,0.000326,0.0004644
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.092,0.005289,9.103e-06,0.005298,0.00528,-0.0175,0.6259,0.6346,2.365e-14,1.875e-14,2.855e-14,1.163e-14,9.929e-15,1.324e-14,1.396e-15,8.431e-16,1.948e-15,4.386e-15,2.559e-15,6.214e-15,7.488e-15,6.226e-15,8.75e-15,8.997e-16,4.598e-16,1.32e-15,0.0,0.131,0.08,0.099,1.704e-05,0.002728,0.002711,0.002745,0.0,0.11,0.303,0.155,1.974e-05,0.002197,0.002174,0.002219,0.0,0.456,0.031,0.127,2.545e-05,0.0003659,0.0003554,0.0005231
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.1,0.005258,4.705e-05,0.005304,0.005196,0.3985,0.8045,0.5859,4.889e-14,4.133e-14,5.594e-14,6.822e-15,5.391e-15,8.254e-15,8.798e-16,3.771e-16,1.383e-15,6.619e-15,4.212e-15,8.906e-15,4.976e-15,3.969e-15,5.983e-15,7.752e-16,3.765e-16,1.174e-15,0.0,0.114,0.071,0.027,1.68e-05,0.001864,0.001845,0.001883,0.0,0.081,0.577,0.19,2.07e-05,0.003127,0.003093,0.00315,0.0,0.46,0.643,0.431,1.493e-05,0.0002661,0.0002611,0.0003784
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.6368,2.707,0.539,0.004852,0.0003856,0.005238,0.004467,0.1012,0.6621,0.6009,2.807e-14,2.391e-14,3.223e-14,9.14e-15,7.98e-15,1.03e-14,1.098e-15,7.538e-16,1.443e-15,5.18e-15,3.711e-15,6.572e-15,7.114e-15,6.112e-15,8.06e-15,7.889e-16,5.114e-16,1.067e-15,6.0,0.979,0.998,0.998,0.000714,0.002306,0.001592,0.00302,0.0,0.082,0.538,0.535,4.933e-05,0.002185,0.00216,0.00248,0.0,0.401,0.655,0.191,1.981e-05,0.0003609,0.0003541,0.0004993
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.6016,3.013,0.312,0.004784,0.0005452,0.009943,0.00448,0.015,0.6446,0.6359,2.702e-14,2.361e-14,3.02e-14,9.529e-15,8.664e-15,1.039e-14,1.363e-15,1.039e-15,1.67e-15,3.423e-15,2.48e-15,4.316e-15,6.489e-15,5.778e-15,7.201e-15,1.023e-15,7.599e-16,1.271e-15,0.0,0.097,0.676,0.629,1.868e-05,0.002405,0.002383,0.002425,0.0,0.242,0.085,0.17,0.0001284,0.00204,0.001985,0.003252,1.0,0.58,0.161,0.307,3.326e-05,0.0003399,0.0003243,0.0006876
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,,,0.123,0.00437,8.057e-05,0.004502,0.004262,0.0137,0.7608,0.7533,2.34e-14,1.784e-14,2.867e-14,9.411e-15,7.597e-15,1.111e-14,6.38e-16,2.2e-16,1.056e-15,5.951e-15,3.805e-15,8.097e-15,6.056e-15,4.758e-15,7.281e-15,8.235e-16,3.529e-16,1.294e-15,0.0,0.158,0.787,0.845,9.272e-05,0.002274,0.002109,0.002398,0.0,0.11,0.209,0.267,2.479e-05,0.00193,0.001904,0.001978,0.0,0.486,0.028,0.2,8.662e-06,0.0001717,0.0001691,0.0002496
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.5373,3.46,0.127,0.004726,4.002e-05,0.004766,0.004686,0.0987,0.6896,0.6334,2.55e-14,2.223e-14,2.857e-14,9.367e-15,8.429e-15,1.031e-14,1.224e-15,8.717e-16,1.576e-15,3.823e-15,2.853e-15,4.736e-15,6.046e-15,5.291e-15,6.756e-15,8.791e-16,5.911e-16,1.152e-15,0.0,0.06,0.241,0.287,3.685e-05,0.002246,0.002228,0.002536,0.0,0.08,0.812,0.633,1.158e-05,0.002204,0.00219,0.002216,1.0,0.663,0.936,0.765,7.886e-05,0.000268,0.0001961,0.0003622
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.7835,1.979,0.073,0.003998,0.0001034,0.004869,0.003946,0.1711,0.6309,0.5109,3.293e-14,2.885e-14,3.701e-14,7.211e-15,6.248e-15,8.118e-15,9.124e-16,5.367e-16,1.27e-15,2.143e-15,1.333e-15,2.952e-15,4.861e-15,4.176e-15,5.547e-15,5.197e-16,2.844e-16,7.55e-16,0.0,0.191,0.973,0.941,5.995e-05,0.001691,0.001619,0.001778,2.0,0.874,0.444,0.472,0.0005418,0.002064,0.001801,0.006207,0.0,0.487,0.564,0.528,1.715e-05,0.0002436,0.0002372,0.0003942
IGR J17480-2446,0.06,0.89, 17 48 04.82,-24 46 49.05, 2CXO J174804.8-244649,0.7042,2.698,0.11,0.003844,3.387e-05,0.00389,0.003798,0.1312,0.5734,0.476,2.023e-14,1.691e-14,2.336e-14,6.934e-15,5.976e-15,7.829e-15,1.028e-15,6.501e-16,1.405e-15,2.488e-15,1.493e-15,3.484e-15,4.345e-15,3.674e-15,5.016e-15,6.204e-16,3.798e-16,8.61e-16,0.0,0.175,0.183,0.203,7.26e-05,0.001677,0.001647,0.002399,0.0,0.201,0.941,0.748,5.841e-05,0.001921,0.001853,0.002003,0.0,0.44,0.357,0.152,1.298e-05,0.0002439,0.0002392,0.0003468
IGR J17494-3030,0.05,0.71, 17 49 23.65,-30 29 58.65, 2CXO J174923.6-302958,0.9296,2.052,0.076,0.3832,0.001862,0.3855,0.3814,0.3011,0.6683,0.4535,4.808e-12,4.452e-12,5.142e-12,9.999e-13,9.043e-13,1.09e-12,1.798e-13,1.178e-13,2.388e-13,4.819e-12,4.454e-12,5.162e-12,8.601e-13,7.764e-13,9.388e-13,1.333e-13,8.103e-14,1.83e-13,0.0,0.179,0.971,0.898,0.004399,0.135,0.131,0.1418,0.0,0.091,0.25,0.052,0.0009246,0.2372,0.2362,0.2381,2.0,0.741,0.742,0.565,0.004088,0.01125,0.007612,0.02475
IGR J17494-3030,0.05,0.71, 17 49 23.65,-30 29 58.65, 2CXO J174923.6-302958,,,,,,,,,,,0.0,0.0,3.415e-14,,,,,,,0.0,0.0,3.267e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J17498-2921,0.04,0.83, 17 49 55.37,-29 19 19.57, 2CXO J174955.3-291919,,,0.355,0.0009047,6.105e-05,0.001177,0.0008709,0.9994,0.9994,0.9994,2.025e-14,1.35e-14,2.663e-14,0.0,0.0,7.884e-16,0.0,0.0,5.125e-16,2.048e-14,1.365e-14,2.692e-14,5.695e-16,5.995e-17,1.079e-15,0.0,0.0,5.839e-16,,,,,,,,,0.0,0.364,0.406,0.289,5.53e-05,0.0008351,0.0008077,0.001087,,,,,,,,
IGR J17585-3057,0.01,0.93, 17 58 29.82,-30 57 01.53, 2CXO J175829.8-305701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J19308+0530,0.06,0.73, 19 30 50.76,+05 30 58.10, 2CXO J193050.7+053058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGR J22014+6034,0.0,1.0, 22 01 54.15,+60 38 09.35, 2CXO J220154.0+603809,,,0.157,0.006517,0.0002855,0.006936,0.005996,-0.2361,-0.6546,-0.4822,3.18e-14,1.547e-14,4.728e-14,1.201e-14,8.082e-15,1.595e-14,2.682e-14,1.882e-14,3.483e-14,3.411e-14,1.659e-14,5.07e-14,1.192e-14,7.869e-15,1.596e-14,2.22e-14,1.521e-14,2.918e-14,0.0,0.413,0.133,0.24,0.0002894,0.002399,0.002115,0.00376,0.0,0.411,0.295,0.672,0.000104,0.001094,0.0009973,0.001562,0.0,0.18,0.153,0.041,0.0001401,0.003046,0.002889,0.003619
INTREF   776,0.05,0.74, 17 23 39.52,-37 40 44.69, 2CXO J172339.5-374044,,,0.889,0.001043,0.0002709,0.003287,0.0009295,0.9994,0.9994,-0.9994,2.462e-14,1.952e-14,2.971e-14,,,,,,,2.421e-14,1.88e-14,2.934e-14,,,,,,,,,,,,,,,2.0,0.889,0.417,0.497,0.0002709,0.001043,0.0009295,0.003287,,,,,,,,
KS 1731-260,0.03,0.82, 17 34 13.45,-26 05 18.90, 2CXO J173413.4-260518,,,0.53,0.001095,0.0001427,0.002073,0.001005,-0.7508,-0.4422,0.4572,7.296e-16,9.949e-17,1.36e-15,3.51e-15,2.72e-15,4.256e-15,8.172e-16,4.868e-16,1.148e-15,8.353e-16,1.392e-16,1.497e-15,3.494e-15,2.688e-15,4.3e-15,9.283e-16,5.863e-16,1.27e-15,1.0,0.566,0.788,0.647,9.147e-05,0.0007965,0.0007583,0.001595,,,,,,,,,0.0,0.486,0.51,0.778,1.446e-05,0.0002323,0.000227,0.0003473
KS 1731-260,0.03,0.82, 17 34 13.45,-26 05 18.90, 2CXO J173413.4-260518,,,0.564,0.0004907,4.473e-05,0.0009948,0.0004764,-0.7895,-0.6871,0.2498,0.0,0.0,2.47e-16,1.85e-15,1.461e-15,2.238e-15,6.855e-16,4.301e-16,9.409e-16,0.0,0.0,2.863e-16,1.704e-15,1.305e-15,2.104e-15,7.481e-16,4.547e-16,1.041e-15,1.0,0.538,0.366,0.724,2.77e-05,0.0003569,0.0003483,0.0007143,,,,,,,,,6.0,0.941,0.996,0.972,7.62e-05,0.0001041,2.789e-05,0.0001803
KS 1731-260,0.03,0.82, 17 34 13.45,-26 05 18.90, 2CXO J173413.4-260518,,,0.485,0.0001996,1.071e-05,0.0002879,0.0001962,-0.9994,-0.9994,0.1836,0.0,0.0,1.233e-15,7.882e-16,2.627e-16,1.314e-15,4.603e-16,0.0,1.222e-15,0.0,0.0,1.334e-15,8.918e-16,3.344e-16,1.421e-15,5.018e-16,0.0,1.332e-15,,,,,,,,,,,,,,,,,,,,,,,,
KS 1731-260,0.03,0.82, 17 34 13.45,-26 05 18.90, 2CXO J173413.4-260518,,,0.501,0.0003233,2.355e-05,0.0005699,0.0003155,-0.5222,-0.356,0.2411,5.186e-16,1.297e-16,9.076e-16,1.125e-15,7.941e-16,1.456e-15,3.457e-16,1.456e-16,5.367e-16,5.869e-16,1.806e-16,9.933e-16,1.1e-15,7.668e-16,1.434e-15,2.201e-16,4.785e-17,3.828e-16,2.0,0.841,0.951,0.984,0.0001127,0.0002153,8.538e-05,0.0004096,,,,,,,,,,,,,,,,
KS 1731-260,0.03,0.82, 17 34 13.45,-26 05 18.90, 2CXO J173413.4-260518,,,0.091,0.00809,1.319e-05,0.008103,0.008077,-0.4422,0.0912,0.5097,2.09e-14,1.582e-14,2.568e-14,2.285e-14,2.043e-14,2.512e-14,4.983e-15,3.988e-15,5.979e-15,2.079e-14,1.587e-14,2.571e-14,2.327e-14,2.078e-14,2.559e-14,5.068e-15,4.043e-15,6.093e-15,0.0,0.188,0.458,0.199,0.0001089,0.005295,0.005186,0.005404,2.0,0.677,0.97,0.983,0.0004189,0.001275,0.0006695,0.002091,1.0,0.603,0.688,0.569,0.0002736,0.00152,0.001352,0.003331
