usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
1A 0620-00,0.06,0.6, 06 22 44.55,-00 20 44.46, 2CXO J062244.5-002044,,,0.104,0.003087,0.0001275,0.004494,0.003007,0.0987,-0.1736,-0.2661,9.556e-15,7.402e-15,1.157e-14,4.014e-15,3.304e-15,4.682e-15,4.281e-15,3.696e-15,4.865e-15,9.487e-15,7.349e-15,1.149e-14,4.078e-15,3.397e-15,4.758e-15,3.903e-15,3.324e-15,4.445e-15,0.0,0.383,0.504,0.36,0.0001157,0.0009226,0.000889,0.003104,4.0,0.606,0.306,0.082,0.0001483,0.0006898,0.0006431,0.002975,1.0,0.523,0.988,0.985,0.0001977,0.001467,0.001259,0.001694
1A 0620-00,0.06,0.6, 06 22 44.55,-00 20 44.46, 2CXO J062244.5-002044,0.475,2.422,0.074,0.008232,3.785e-05,0.008272,0.008186,-0.1087,-0.2811,-0.1774,2.426e-14,2.056e-14,2.795e-14,1.274e-14,1.147e-14,1.401e-14,1.244e-14,1.121e-14,1.359e-14,2.397e-14,2.018e-14,2.775e-14,1.267e-14,1.137e-14,1.396e-14,1.198e-14,1.076e-14,1.32e-14,0.0,0.186,0.903,0.635,0.0001008,0.003112,0.002972,0.003222,0.0,0.103,0.208,0.471,8.702e-06,0.001663,0.00165,0.001674,0.0,0.066,0.044,0.011,7.823e-06,0.00346,0.003451,0.003468
1A 0620-00,0.06,0.6, 06 22 44.55,-00 20 44.46, 2CXO J062244.5-002044,0.5896,2.257,0.1,0.013,6.945e-05,0.01307,0.01293,0.03,-0.1137,-0.1437,6.368e-14,5.704e-14,6.99e-14,2.363e-14,2.148e-14,2.564e-14,2.164e-14,1.948e-14,2.366e-14,6.307e-14,5.658e-14,6.956e-14,2.248e-14,2.035e-14,2.447e-14,2.14e-14,1.921e-14,2.359e-14,2.0,0.848,0.868,0.621,0.001703,0.005088,0.004003,0.01672,0.0,0.232,0.494,0.086,0.0003039,0.003825,0.003644,0.005689,0.0,0.071,0.621,0.433,5.718e-06,0.00409,0.004086,0.004104
1A 0620-00,0.06,0.6, 06 22 44.55,-00 20 44.46, 2CXO J062244.5-002044,,,0.452,0.00339,0.0005908,0.005719,0.002925,-0.1062,-0.3923,-0.2948,2.495e-14,1.967e-14,2.994e-14,1.113e-14,8.954e-15,1.317e-14,4.841e-14,3.279e-14,6.324e-14,2.597e-14,2.04e-14,3.122e-14,1.132e-14,9.109e-15,1.34e-14,5.323e-14,3.455e-14,7.191e-14,0.0,0.407,0.908,0.759,0.0002541,0.001582,0.001254,0.001967,2.0,0.737,0.534,0.348,0.0002415,0.001196,0.001084,0.00256,0.0,0.46,0.103,0.295,5.169e-05,0.0005982,0.0005746,0.0009298
1ES 1735-26.9,0.06,0.95, 17 38 17.06,-26 59 40.62,2CXO J173817.0-265940X,,,,,,,,,,,3.725e-12,3.457e-12,3.977e-12,3.683e-13,3.254e-13,4.085e-13,3.517e-14,2.482e-14,4.551e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1RXS J161933.6-280736,0.03,0.82, 16 19 33.34,-28 07 39.99, 2CXO J161933.3-280740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,1.394,1.502,0.0,2.485,0.0,2.485,2.485,0.8957,0.9931,0.8732,6.429e-11,6.324e-11,6.535e-11,1.123e-12,1.059e-12,1.187e-12,5.44e-14,3.948e-14,6.843e-14,6.115e-11,6.009e-11,6.222e-11,1.118e-12,1.051e-12,1.185e-12,4.626e-14,3.316e-14,5.937e-14,0.0,0.043,0.8,0.427,0.0002771,0.1963,0.196,0.1966,0.0,0.0,0.865,0.776,8.882e-16,2.279,2.279,2.279,2.0,0.824,0.911,0.676,0.003838,0.009742,0.005904,0.01358
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,2.426,0.412,1.0,0.8681,0.1574,1.205,0.3023,0.9344,0.9869,0.6883,2.459e-11,2.441e-11,2.477e-11,2.579e-13,2.487e-13,2.67e-13,5.561e-14,4.841e-14,6.239e-14,2.457e-11,2.438e-11,2.475e-11,2.472e-13,2.379e-13,2.565e-13,5.439e-14,4.671e-14,6.206e-14,0.0,0.346,0.995,0.95,0.0008672,0.03555,0.03469,0.03642,10.0,1.0,0.991,1.0,0.1504,0.829,0.3022,1.144,0.0,0.193,0.52,0.589,6.824e-05,0.0027,0.002616,0.002795
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,1.934,0.795,0.008,0.8967,5.398e-06,0.8967,0.8967,0.9119,0.9844,0.7058,2.388e-11,2.37e-11,2.406e-11,3.449e-13,3.339e-13,3.559e-13,7.71e-14,6.733e-14,8.63e-14,2.419e-11,2.401e-11,2.438e-11,3.462e-13,3.348e-13,3.577e-13,8.017e-14,6.977e-14,9.057e-14,0.0,0.035,0.312,0.277,1.386e-05,0.04708,0.04706,0.04709,0.0,0.008,0.606,0.595,3.06e-06,0.8465,0.8465,0.8465,2.0,0.892,0.932,0.832,0.001018,0.003061,0.002298,0.009446
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,2.016,0.75,0.006,1.278,9.453e-06,1.278,1.278,0.9369,0.9881,0.6896,3.323e-11,3.303e-11,3.343e-11,3.445e-13,3.344e-13,3.546e-13,8.227e-14,7.378e-14,9.075e-14,1.962e-11,1.946e-11,1.978e-11,1.404e-13,1.337e-13,1.472e-13,3.376e-14,2.776e-14,3.977e-14,0.0,0.058,0.437,0.373,8.576e-05,0.05016,0.05008,0.05025,0.0,0.008,0.796,0.648,2.858e-05,1.224,1.224,1.224,1.0,0.502,0.926,0.837,0.0003809,0.003884,0.003404,0.004247
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,1.695,1.089,0.0,1.009,0.0,1.009,1.009,0.9107,0.9831,0.6971,2.443e-11,2.426e-11,2.459e-11,3.812e-13,3.704e-13,3.92e-13,1.122e-13,1.001e-13,1.242e-13,1.912e-11,1.897e-11,1.928e-11,2.537e-13,2.445e-13,2.629e-13,6.629e-14,5.649e-14,7.609e-14,0.0,0.035,0.424,0.621,2.511e-05,0.05447,0.05444,0.05449,0.0,0.0,0.747,0.99,1.11e-16,0.9505,0.9505,0.9505,0.0,0.253,0.166,0.19,0.0003167,0.003736,0.003552,0.00648
1RXS J174725.6-300241,0.02,0.88, 17 47 26.05,-30 02 42.02, 2CXO J174726.0-300241,1.916,0.848,0.025,1.295,9.128e-05,1.295,1.295,0.9232,0.9769,0.5184,3.616e-11,3.531e-11,3.702e-11,4.477e-13,3.949e-13,5.004e-13,5.992e-13,2.706e-13,9.278e-13,2.825e-11,2.747e-11,2.903e-11,2.925e-13,2.467e-13,3.382e-13,6.795e-13,2.577e-13,1.101e-12,0.0,0.19,0.615,0.51,0.001007,0.04732,0.04632,0.04833,0.0,0.026,0.625,0.919,0.0002116,1.246,1.245,1.246,0.0,0.434,0.587,0.469,0.0002225,0.002103,0.001908,0.002691
1RXS J175229.0-282951,0.01,0.99, 17 52 17.19,-28 29 32.55, 2CXO J175217.1-282932,,,0.535,0.003732,0.0008396,0.005869,0.002718,0.9994,0.9994,0.1287,9.133e-14,4.918e-14,1.311e-13,0.0,0.0,4.556e-15,0.0,0.0,5.489e-15,7.375e-14,3.687e-14,1.087e-13,0.0,0.0,5.498e-15,0.0,0.0,6.548e-15,,,,,,,,,0.0,0.423,0.808,0.72,0.0004864,0.003202,0.002529,0.004153,,,,,,,,
1RXS J175229.0-282951,0.01,0.99, 17 52 17.19,-28 29 32.55, 2CXO J175217.1-282932,,,,,,,,,,,0.0,0.0,4.259e-14,0.0,0.0,6.829e-15,0.0,0.0,9.497e-15,0.0,0.0,4.702e-14,0.0,0.0,8.229e-15,0.0,0.0,7.041e-15,,,,,,,,,,,,,,,,,,,,,,,,
1RXS J175721.2-304405,0.04,0.77, 17 57 21.11,-30 44 06.84, 2CXO J175721.1-304406,2.337,0.107,0.029,0.09854,4.114e-05,0.09858,0.0985,0.7083,0.8807,0.4597,1.885e-12,1.839e-12,1.932e-12,8.161e-14,7.731e-14,8.564e-14,1.838e-14,1.645e-14,2.031e-14,1.677e-12,1.632e-12,1.722e-12,6.249e-14,5.861e-14,6.614e-14,1.414e-14,1.248e-14,1.581e-14,0.0,0.05,0.31,0.233,1.429e-05,0.01876,0.01875,0.01878,0.0,0.032,0.448,0.503,3.806e-05,0.07543,0.07539,0.07547,0.0,0.09,0.084,0.092,0.0001395,0.004348,0.00426,0.005144
1RXS J180408.9-342058,0.0,0.97, 18 04 08.39,-34 20 51.20, 2CXO J180408.3-342051,,,0.909,0.03967,0.01634,0.08417,0.01115,-0.2836,-0.4235,-0.1587,1.084e-13,8.244e-14,1.328e-13,7.52e-14,6.478e-14,8.496e-14,6.77e-14,5.788e-14,7.695e-14,1.081e-13,8.225e-14,1.325e-13,7.483e-14,6.434e-14,8.467e-14,6.641e-14,5.665e-14,7.552e-14,0.0,0.125,0.75,0.944,0.0005769,0.017,0.01612,0.01815,0.0,0.479,0.847,0.645,0.0009563,0.006474,0.005518,0.00743,0.0,0.39,0.954,0.995,0.002649,0.01646,0.0123,0.02336
2E  3049,0.01,0.94, 13 26 19.79,-47 29 10.73, 2CXO J132619.7-472910,0.2117,6.716,0.06,0.004183,7.501e-06,0.00419,0.004175,-0.8482,-0.9594,-0.5959,1.706e-15,1.079e-15,2.298e-15,7.84e-15,7.26e-15,8.384e-15,3.205e-14,3.022e-14,3.378e-14,1.306e-15,8.164e-16,1.796e-15,8.233e-15,7.619e-15,8.847e-15,3.368e-14,3.173e-14,3.55e-14,0.0,0.074,0.268,0.195,4.213e-07,0.001458,0.001457,0.001458,1.0,0.518,0.933,0.889,8.253e-06,0.0001132,0.0001081,0.0002111,0.0,0.067,0.121,0.036,5.161e-06,0.002612,0.002607,0.002617
2E  3049,0.01,0.94, 13 26 19.79,-47 29 10.73, 2CXO J132619.7-472910,0.1936,7.449,0.083,0.004011,1.496e-08,0.004011,0.004011,-0.9494,-0.9869,-0.5896,2.28e-15,0.0,4.561e-15,7.969e-15,6.882e-15,9.057e-15,3.012e-14,2.69e-14,3.334e-14,2.669e-15,2.542e-16,5.083e-15,8.034e-15,6.851e-15,9.152e-15,3.066e-14,2.733e-14,3.4e-14,0.0,0.088,0.221,0.103,3.674e-06,0.00145,0.001446,0.001455,,,,,,,,,0.0,0.071,0.568,0.324,7.332e-06,0.002518,0.002509,0.002525
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,1.458,2.149,0.027,1.161,0.0002308,1.161,1.161,0.9894,0.9994,0.9994,4.95e-11,4.828e-11,5.071e-11,6.696e-14,4.464e-14,8.804e-14,0.0,0.0,1.022e-14,4.503e-11,4.383e-11,4.622e-11,4.095e-14,2.404e-14,5.787e-14,0.0,0.0,1.167e-14,0.0,0.395,0.416,0.871,0.001407,0.008817,0.00724,0.0134,0.0,0.027,0.626,0.763,0.0001855,1.152,1.152,1.152,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,2.749,0.576,0.088,0.2988,0.001207,0.3,0.2976,0.9931,0.9869,-0.5459,9.071e-12,8.617e-12,9.524e-12,1.32e-14,3.773e-15,2.216e-14,8.098e-15,4.764e-16,1.572e-14,5.337e-12,4.968e-12,5.706e-12,0.0,0.0,6.187e-15,0.0,0.0,9.115e-15,,,,,,,,,0.0,0.085,0.832,0.646,0.00112,0.2972,0.296,0.2983,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,0.9944,,,1.916e-11,1.888e-11,1.943e-11,1.299e-14,9.916e-15,1.59e-14,,,,1.553e-11,1.527e-11,1.578e-11,6.763e-15,4.549e-15,8.976e-15,,,,0.0,0.363,0.559,0.27,0.0002115,0.002113,0.001957,0.003335,0.0,0.018,0.557,0.922,7.315e-05,0.5758,0.5757,0.5759,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,0.9944,,,6.292e-11,6.236e-11,6.348e-11,3.87e-14,3.198e-14,4.502e-14,,,,5.562e-11,5.508e-11,5.617e-11,3.224e-14,2.683e-14,3.764e-14,,,,0.0,0.328,0.903,0.948,0.0005417,0.00843,0.007697,0.009148,0.0,0.017,0.964,0.903,0.0002169,1.525,1.524,1.525,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,0.9944,,,4.545e-11,4.503e-11,4.588e-11,3.066e-14,2.591e-14,3.541e-14,,,,4.116e-11,4.075e-11,4.158e-11,2.882e-14,2.404e-14,3.359e-14,,,,0.0,0.098,0.052,0.028,2.144e-05,0.005107,0.00508,0.005128,0.0,0.227,0.998,0.999,0.00825,1.321,1.309,1.33,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,2.086,1.088,1.0,1.613,0.07551,1.732,1.532,,,0.3585,5.566e-11,5.54e-11,5.592e-11,4.581e-14,4.261e-14,4.9e-14,3.759e-14,3.227e-14,4.26e-14,4.843e-11,4.819e-11,4.868e-11,3.615e-14,3.324e-14,3.906e-14,3.619e-14,3.073e-14,4.165e-14,0.0,0.069,0.031,0.01,1.792e-06,0.007377,0.007375,0.007379,9.0,1.0,1.0,1.0,0.07648,1.604,1.52,1.725,0.0,0.135,0.606,0.586,5.779e-05,0.001747,0.001716,0.00211
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,2.013,1.171,0.006,1.516,2.631e-05,1.516,1.516,,,0.401,5.039e-11,5.024e-11,5.054e-11,4.179e-14,3.991e-14,4.366e-14,2.457e-14,2.219e-14,2.681e-14,4.555e-11,4.54e-11,4.569e-11,3.524e-14,3.347e-14,3.702e-14,1.985e-14,1.765e-14,2.206e-14,0.0,0.05,0.147,0.191,5.824e-06,0.00716,0.007155,0.007166,0.0,0.006,0.6,0.375,2.719e-05,1.507,1.507,1.507,0.0,0.305,0.379,0.475,0.0001194,0.001559,0.001493,0.00258
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E  3944,0.06,0.66, 17 46 21.10,-28 43 43.07, 2CXO J174621.1-284343,1.773,1.501,0.011,1.594,9.082e-05,1.594,1.594,,0.9969,0.431,7.369e-11,7.323e-11,7.414e-11,5.441e-14,4.878e-14,6.005e-14,2.356e-14,1.782e-14,2.93e-14,6.967e-11,6.921e-11,7.013e-11,4.9e-14,4.38e-14,5.419e-14,2.312e-14,1.776e-14,2.819e-14,0.0,0.124,0.282,0.275,9.128e-05,0.01082,0.01073,0.01091,0.0,0.01,0.65,0.208,8.273e-05,1.58,1.58,1.58,,,,,,,,
2E 1737.5-2817,0.04,0.95, 17 40 42.90,-28 18 09.27,2CXO J174042.9-281809X,,,,,,,,,,,1.41e-12,1.346e-12,1.474e-12,1.553e-13,1.448e-13,1.658e-13,1.135e-14,6.924e-15,1.577e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,0.9994,,,9.272e-14,7.024e-14,1.152e-13,0.0,0.0,5.215e-16,,,,9.64e-14,7.378e-14,1.19e-13,0.0,0.0,5.702e-16,,,,,,,,,,,,1.0,0.514,0.715,0.985,0.001067,0.004279,0.003107,0.007747,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.682,1.307,0.054,0.5089,0.0007579,0.5097,0.5081,0.9706,0.9919,0.5272,1.479e-11,1.426e-11,1.532e-11,6.683e-14,4.82e-14,8.435e-14,1.845e-13,3.549e-14,3.336e-13,1.438e-11,1.384e-11,1.492e-11,5.591e-14,3.826e-14,7.357e-14,1.967e-13,4.917e-14,3.442e-13,1.0,0.552,0.506,0.589,0.002341,0.008168,0.005431,0.01306,0.0,0.048,0.267,0.4,0.0005291,0.5002,0.4997,0.5008,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,0.9569,,,1.594e-11,1.564e-11,1.624e-11,1.237e-13,1.088e-13,1.386e-13,,,,4.163e-12,4.017e-12,4.31e-12,2.216e-14,1.679e-14,2.753e-14,,,,,,,,,,,,0.0,0.016,0.18,0.403,2.45e-05,0.563,0.563,0.563,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.063,2.82,0.109,0.2146,0.0006855,0.2153,0.2139,0.9744,0.9994,0.9994,6.194e-12,6.06e-12,6.321e-12,2.911e-14,2.379e-14,3.412e-14,0.0,0.0,1.711e-15,4.207e-12,4.099e-12,4.315e-12,2.205e-14,1.764e-14,2.646e-14,0.0,0.0,2.335e-15,0.0,0.12,0.819,0.711,8.065e-05,0.006557,0.006463,0.006644,0.0,0.078,0.879,0.919,0.0004283,0.2068,0.2064,0.2072,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.019,2.831,0.048,0.02633,3.061e-05,0.02636,0.0263,0.9394,0.9731,0.2598,3.953e-13,3.754e-13,4.14e-13,4.306e-15,3.33e-15,5.282e-15,0.0,0.0,4.347e-15,3.174e-13,3.004e-13,3.344e-13,1.847e-15,1.167e-15,2.528e-15,0.0,0.0,2.458e-15,1.0,0.515,0.177,0.06,8.508e-05,0.0007742,0.0007381,0.001446,0.0,0.05,0.501,0.463,3.177e-05,0.02544,0.0254,0.02547,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.649,1.524,0.943,0.4419,0.009203,0.4511,0.4327,0.9831,0.9856,0.0862,1.475e-11,1.466e-11,1.484e-11,3.569e-14,3.332e-14,3.807e-14,9.516e-14,7.524e-14,1.14e-13,1.397e-11,1.388e-11,1.406e-11,3.179e-14,2.96e-14,3.398e-14,1.168e-13,9.479e-14,1.387e-13,0.0,0.081,0.866,0.528,3.251e-05,0.004093,0.004057,0.004139,6.0,0.958,1.0,1.0,0.00948,0.437,0.4275,0.4464,0.0,0.392,0.418,0.173,7.034e-05,0.0008187,0.0007815,0.001486
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,0.9978,2.929,0.049,0.02465,1.199e-05,0.02466,0.02464,0.9057,0.8844,-0.2174,4.669e-13,4.332e-13,5.007e-13,7.074e-15,4.974e-15,9.175e-15,5.294e-14,1.195e-14,9.222e-14,3.813e-13,3.511e-13,4.098e-13,1.223e-15,1.467e-16,2.249e-15,0.0,0.0,2.812e-14,,,,,,,,,0.0,0.059,0.051,0.197,3.552e-05,0.02333,0.0233,0.02337,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,0.8249,4.222,0.048,0.0243,1.333e-05,0.02432,0.02429,0.9831,0.9082,-0.8032,4.594e-13,4.283e-13,4.906e-13,1.526e-15,2.26e-16,2.825e-15,3.134e-13,1.471e-13,4.796e-13,3.596e-13,3.323e-13,3.852e-13,1.293e-15,2.586e-16,2.263e-15,0.0,0.0,1.087e-14,,,,,,,,,0.0,0.047,0.081,0.214,8.119e-06,0.02377,0.02376,0.02378,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,0.9644,3.241,0.063,0.02293,4.366e-05,0.02298,0.02289,0.9169,0.9994,0.1487,4.143e-13,3.838e-13,4.428e-13,6.339e-15,4.388e-15,8.289e-15,3.155e-13,8.113e-14,5.409e-13,3.649e-13,3.367e-13,3.931e-13,,,,,,,,,,,,,,,0.0,0.063,0.485,0.325,4.122e-05,0.02216,0.02212,0.0222,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,0.9967,2.872,0.042,0.02388,2.096e-05,0.0239,0.02385,0.9244,0.9994,0.9994,3.103e-13,2.9e-13,3.306e-13,4.078e-15,2.971e-15,5.127e-15,0.0,0.0,1.223e-14,3.437e-13,3.237e-13,3.624e-13,3.053e-15,2.099e-15,4.007e-15,0.0,0.0,1.641e-14,0.0,0.484,0.961,0.851,9.585e-05,0.0006868,0.0005964,0.0008146,0.0,0.033,0.694,0.187,1.047e-05,0.02314,0.02313,0.02315,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.039,2.874,1.0,0.8676,0.07655,0.9695,0.7701,0.9544,0.9582,0.035,2.479e-11,2.457e-11,2.499e-11,1.945e-13,1.842e-13,2.048e-13,3.774e-12,3.274e-12,4.24e-12,2.426e-11,2.405e-11,2.446e-11,1.888e-13,1.78e-13,1.996e-13,2.714e-12,2.318e-12,3.088e-12,0.0,0.233,0.934,0.679,0.0004001,0.01928,0.01888,0.01968,9.0,1.0,1.0,1.0,0.07511,0.8451,0.75,0.9464,0.0,0.171,0.203,0.215,0.000158,0.003091,0.00299,0.003883
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.385,1.78,0.034,0.0302,1.565e-05,0.03021,0.03018,0.9457,0.9606,-0.055,7.672e-13,7.402e-13,7.942e-13,6.831e-15,5.349e-15,8.312e-15,0.0,0.0,9.639e-15,3.461e-13,3.261e-13,3.649e-13,3.593e-15,2.492e-15,4.636e-15,0.0,0.0,1.793e-14,1.0,0.649,0.946,0.904,0.0001121,0.0007948,0.0007452,0.001723,0.0,0.04,0.754,0.437,2.323e-05,0.02928,0.02926,0.0293,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.22,2.295,1.0,1.2,0.09235,1.366,1.119,0.9644,0.9644,-0.005,3.693e-11,3.676e-11,3.709e-11,2.101e-13,2.03e-13,2.172e-13,3.558e-12,3.269e-12,3.848e-12,3.63e-11,3.614e-11,3.647e-11,2.04e-13,1.968e-13,2.111e-13,2.623e-12,2.399e-12,2.834e-12,0.0,0.028,0.494,0.564,1.228e-05,0.02064,0.02062,0.02065,10.0,1.0,1.0,1.0,0.09137,1.176,1.096,1.341,0.0,0.058,0.167,0.289,6.785e-06,0.00375,0.003742,0.00376
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,1.225,2.261,0.048,0.03429,6.494e-05,0.03439,0.03421,0.9594,0.842,-0.7245,8.745e-13,8.136e-13,9.353e-13,6.033e-15,2.95e-15,9.117e-15,0.0,0.0,4.532e-14,3.669e-13,3.247e-13,4.063e-13,3.782e-15,1.513e-15,5.957e-15,6.496e-14,0.0,1.299e-13,,,,,,,,,0.0,0.049,0.562,0.899,6.755e-05,0.03329,0.03322,0.03338,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E 1742.5-2858,0.02,0.9, 17 45 40.98,-29 00 14.35, 2CXO J174540.9-290014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
